,Date,Open,High,Low,Close,prev_close,Volume,gapped_percent,is_gapped,up_or_down,is_half_percent_continutation_target_price,is_half_percent_continued,is_gap_fill,max_gap_and_go_percentage,gap_fill_time,greatest_gap_fill_time
4422,2022-09-19,382.26,388.55,382.1784,388.185,384.38,48122265,-0.5515375409750779,True,2,380.34,False,True,,00:10:00,06:25:00
4424,2022-09-21,386.11,389.31,377.39,381.03,383.57,78121873,0.6621998592173581,True,1,388.03,True,True,1.4964673983888233,04:30:00,06:25:00
4428,2022-09-27,368.02,370.4,360.87,362.67,365.12,75546025,0.7942594215600288,True,1,369.85,True,True,1.4460999123575735,01:55:00,04:25:00
4434,2022-10-05,373.39,379.46,370.95,378.72,376.16,63674727,-0.7363887707358673,True,2,371.51,True,True,-1.3850489153551775,03:35:00,05:45:00
4435,2022-10-06,375.62,378.72,372.68,374.33,378.72,59646353,-0.8185466835657009,True,2,373.73,True,True,-1.5948457963667142,00:10:00,00:10:00
4437,2022-10-10,363.97,364.21,357.67,360.6801,361.2,54229981,0.7668881506090915,True,1,365.78,False,True,,00:30:00,03:40:00
4438,2022-10-11,358.26,363.03,355.71,356.98,360.6801,69595617,-0.6709824024114419,True,2,356.46,True,True,-1.3779800992624773,02:10:00,03:15:00
4440,2022-10-13,349.23,367.51,348.11,366.15,357.63,105083475,-2.3487962419260064,True,2,347.44,False,True,,01:45:00,05:40:00
4441,2022-10-14,368.53,370.26,356.96,358.65,366.15,83883862,0.6500068278028118,True,1,370.36,False,True,,00:15:00,06:25:00
4449,2022-10-26,381.61,387.58,381.35,382.41,384.95,64867144,-0.8676451487206066,True,2,379.69,False,True,,01:05:00,02:10:00
4453,2022-11-01,390.14,390.39,383.29,384.7501,386.62,58282157,0.9104547100512084,True,1,392.07,False,True,,00:30:00,02:05:00
4456,2022-11-04,377.0,378.87,370.0,374.3,373.2,67256157,1.0182207931404104,True,1,378.87,True,True,1.519292604501612,00:10:00,04:35:00
4462,2022-11-14,396.66,400.1799,394.83,397.68,398.66,46976394,-0.5016806301108714,True,2,394.67,False,True,,00:45:00,04:30:00
4463,2022-11-15,401.15,402.31,394.49,398.26,397.68,63073625,0.8725608529470857,True,1,403.14,False,True,,03:50:00,04:10:00
4473,2022-12-01,408.8,410.0,404.75,407.53,405.48,53073064,0.8187826773207046,True,1,410.83,False,True,,00:45:00,01:00:00
4474,2022-12-02,402.24,407.86,402.14,406.86,407.53,51591488,-1.2980639462125398,True,2,400.2,False,True,,05:40:00,05:45:00
4494,2023-01-03,384.37,386.43,377.831,380.555,380.47,49036005,1.0250479669881927,True,1,386.27,True,True,1.5664835598076008,00:45:00,03:15:00
4495,2023-01-04,383.18,385.88,380.0,382.68,380.555,59509413,0.6897820288788743,True,1,385.08,True,True,1.3992721157257133,00:35:00,00:40:00
4501,2023-01-12,396.67,398.485,392.42,396.725,394.415,60874160,0.571732819492158,True,1,398.64,False,True,,00:10:00,00:20:00
4502,2023-01-13,393.62,399.1,393.34,398.275,396.725,44004355,-0.7826580124771613,True,2,391.64,False,True,,01:00:00,06:10:00
