,Date,Open,High,Low,Close,prev_close,Volume,gapped_percent,is_gapped,up_or_down,is_half_percent_continutation_target_price,is_half_percent_continued,is_gap_fill,max_gap_and_go_percentage,continuation_fill_time,greatest_continuation_fill_time
3785,2020-03-05,292.0691,295.4113,287.3095,288.1383,298.1981,159971245,-2.055345087711833,True,2,290.58,True,False,-3.651465250784628,03:10:00,05:55:00
3786,2020-03-06,280.7399,286.1315,277.9435,280.9889,288.1383,198657535,-2.567655879138607,True,2,279.3,True,False,-3.5381620562070517,00:20:00,05:35:00
3787,2020-03-09,263.6455,272.1592,261.8738,265.3693,280.9889,277300725,-6.172272285488848,True,2,262.24,True,False,-6.8027954129148815,00:20:00,05:10:00
3788,2020-03-10,272.5901,276.3059,261.9217,271.9102,265.3693,246644123,2.7210381909286405,True,1,273.92,True,True,4.121275520566998,05:45:00,06:25:00
3789,2020-03-11,268.8169,270.0044,259.4126,261.146,271.9102,231055382,-1.1376182283709841,True,2,267.46,True,False,-4.596223311961073,00:10:00,05:50:00
3790,2020-03-12,245.1626,255.3713,237.1948,240.537,261.146,346670590,-6.120484326775067,True,2,243.86,True,False,-9.171574521532026,00:20:00,06:25:00
3791,2020-03-13,251.9524,259.6042,239.0144,247.844,240.537,285392181,4.745797943767489,True,1,253.16,True,True,7.926930160432692,06:20:00,06:25:00
3792,2020-03-16,230.97,246.0245,227.3117,234.5612,247.844,261784489,-6.808314907764561,True,2,229.73,True,False,-8.284364358225332,00:15:00,00:15:00
3794,2020-03-18,226.2487,237.8556,218.3671,222.916,238.1812,298252778,-5.009841246916204,True,2,225.06,True,False,-8.318918537651165,03:40:00,04:55:00
3795,2020-03-19,229.1217,236.9075,222.3893,233.7951,222.916,261233795,2.783873746164478,True,1,230.24,True,True,6.276579518742486,00:35:00,05:10:00
3797,2020-03-23,219.8149,221.2534,210.2493,211.7039,225.8162,280560712,-2.6576038388742766,True,2,218.69,True,False,-6.8936152499244985,00:00:00,02:15:00
3798,2020-03-24,225.8162,235.141,225.219,232.7423,211.7039,211595249,6.666055750508141,True,1,226.87,True,False,11.070698272445613,00:00:00,06:25:00
3799,2020-03-25,235.8827,246.9414,230.9506,245.2652,232.7423,277138668,1.3493035000513443,True,1,237.05,True,True,6.100781851859326,00:00:00,04:15:00
3801,2020-03-27,243.9744,251.2377,241.8359,250.1525,249.5134,191462093,-2.2199208539501236,True,2,242.73,True,True,-3.076989051489812,00:10:00,00:15:00
3802,2020-03-30,246.3152,252.7982,244.2249,250.9198,250.1525,139095982,-1.5339842695955463,True,2,245.06,True,True,-2.369594547326136,00:10:00,00:10:00
3804,2020-04-01,238.8786,248.2024,234.9483,236.1235,247.712,170515975,-3.5659959953494313,True,2,237.64,True,True,-5.152636933212763,03:05:00,06:10:00
3807,2020-04-06,248.3767,257.2005,247.3026,253.1354,238.6088,158180083,4.093688078562064,True,1,249.57,True,False,7.79170759837859,00:20:00,06:25:00
3809,2020-04-08,258.1252,265.8702,255.8133,264.3192,256.3817,136878928,0.680040736136777,True,1,259.41,True,True,3.7009271722591692,01:40:00,06:20:00
3810,2020-04-09,267.3922,270.8793,265.3596,268.2591,264.3192,162670069,1.1626094509971197,True,1,268.71,True,False,2.481885538394478,00:10:00,04:00:00
3812,2020-04-14,270.6674,274.4435,269.6366,273.1719,264.8683,121013344,2.1894277269118314,True,1,271.99,True,False,3.6150796452425586,00:15:00,06:20:00
3813,2020-04-15,267.3825,273.5194,265.35,267.7823,273.1719,108679822,-2.1193248646731235,True,2,266.02,True,True,-2.863361861157744,00:45:00,01:05:00
3815,2020-04-17,274.9059,276.7554,272.0353,274.3857,268.7437,127775010,2.2929653792814433,True,1,276.25,True,False,2.981167558532542,06:20:00,06:20:00
3817,2020-04-21,266.5734,267.8353,262.0362,264.3096,271.91,114645831,-1.962634695303605,True,2,265.21,True,False,-3.6312750542458962,01:15:00,03:15:00
3818,2020-04-22,268.1339,270.6866,266.7468,269.8967,264.3096,81404148,1.4469016638063823,True,1,269.46,True,False,2.412700862927419,05:00:00,06:20:00
3821,2020-04-27,274.6554,277.6898,274.1738,277.0637,272.4207,67454166,0.8203121128460411,True,1,276.02,True,False,1.9341775423086351,01:55:00,06:20:00
3823,2020-04-29,280.8302,284.0572,279.7513,283.9549,276.9962,102013837,1.384134511592579,True,1,282.22,True,False,2.5491324429721547,02:20:00,06:10:00
3824,2020-04-30,281.0036,282.5582,277.9981,279.9536,283.9549,101677550,-1.0393551933775411,True,2,279.58,True,False,-2.097797924952162,00:05:00,03:00:00
3825,2020-05-01,274.8385,279.9894,271.1876,272.4108,279.9536,111321036,-1.8271242091546542,True,2,273.44,True,True,-3.1312331757834224,02:00:00,04:15:00
3826,2020-05-04,270.4362,273.4802,268.8853,272.8637,272.4108,70199660,-0.7248611288539256,True,2,269.07,True,True,-1.2941851057300306,00:05:00,00:10:00
3827,2020-05-05,276.1196,278.6338,275.2623,276.5579,272.8637,72232658,1.1932331050264278,True,1,277.48,True,False,2.1146455171574723,00:25:00,05:25:00
3829,2020-05-07,277.1889,279.1444,276.5917,277.0926,275.0793,68883538,0.7669061248883505,True,1,278.56,True,False,1.4777920403316533,02:10:00,02:30:00
3830,2020-05-08,280.4063,282.198,279.2215,281.1577,277.0926,61414425,1.1958818099075843,True,1,281.79,True,False,1.8424887564662407,06:10:00,06:20:00
3833,2020-05-13,275.5609,276.6495,268.7263,269.521,279.0673,125466121,-1.2564711092987195,True,2,274.17,True,False,-3.7055577633065604,00:00:00,05:55:00
3836,2020-05-18,282.2944,285.8586,281.9572,285.271,275.0215,100556561,2.644484158511241,True,1,283.67,True,False,3.940455564383156,01:20:00,06:20:00
3837,2020-05-19,283.5467,285.3336,281.2347,283.5757,285.271,78858186,-0.6044427929933389,True,2,282.12,True,True,-1.4149002176877563,06:20:00,06:25:00
3843,2020-05-28,293.4686,295.5782,291.1471,293.3819,290.8485,80456712,0.9008470045401573,True,1,294.92,True,False,1.6261730763610538,03:10:00,04:25:00
3844,2020-05-29,291.359,293.7672,288.4787,292.8712,293.3819,101356845,-0.6895108389440497,True,2,289.89,True,True,-1.671268745617903,01:15:00,03:20:00
3847,2020-06-03,298.8535,301.7241,298.5645,301.0026,295.1303,79223813,1.2615444771343438,True,1,300.33,True,False,2.234199606072316,01:40:00,06:20:00
3849,2020-06-05,305.5869,309.4835,305.5195,308.1926,298.8342,122191709,2.2596811208355683,True,1,307.08,True,False,3.5636148740672864,01:20:00,02:00:00
3853,2020-06-11,300.0287,300.6934,288.9989,289.943,309.5268,182628939,-3.0685872758029245,True,2,298.48,True,False,-6.632026693649788,01:15:00,06:00:00
3862,2020-06-24,299.7816,300.4298,292.2928,294.9052,302.5391,114533687,-0.9114524370568938,True,2,298.27,True,False,-3.3867688507039317,00:20:00,02:15:00
3867,2020-07-01,299.5203,301.765,299.0366,301.407,297.7788,61458161,0.5848300819265947,True,1,301.01,True,False,1.3386446583840075,01:00:00,06:15:00
3874,2020-07-13,309.7375,312.2338,303.9323,306.6124,306.9219,87971506,0.9173669262441089,True,1,311.27,True,True,1.7307008721111072,01:30:00,04:05:00
3887,2020-07-30,311.4501,313.8786,309.2634,313.598,314.5656,52799598,-0.9904134463526836,True,2,309.88,True,False,-1.6855625662818907,00:25:00,00:30:00
3911,2020-09-02,343.1562,347.1038,341.9565,345.9702,340.1569,62233370,0.8817401616724533,True,1,344.86,True,False,2.04226343784294,03:50:00,06:20:00
3914,2020-09-08,325.7793,331.5168,322.0736,324.4731,333.5002,98242534,-2.3151110554056724,True,2,324.11,True,False,-3.4262648118351975,00:10:00,05:35:00
3915,2020-09-09,326.592,331.3426,325.6825,331.1298,324.4731,78403885,0.6530279397583333,True,1,328.21,True,False,2.1171246553258243,00:45:00,06:00:00
3918,2020-09-14,326.534,329.3301,325.9921,327.5305,324.0571,54371738,0.7643406054056525,True,1,328.15,True,False,1.6271823700205996,00:30:00,00:55:00
3923,2020-09-21,316.3882,317.7384,312.5317,315.7762,322.0194,86057915,-1.7487145184420674,True,2,314.78,True,False,-2.9463131724362004,00:05:00,01:10:00
3924,2020-09-22,319.1761,321.4395,316.5436,320.5749,315.7762,55659544,1.076680256460114,True,1,320.75,True,False,1.7934537181712846,05:55:00,06:15:00
3928,2020-09-28,323.6932,325.3834,322.6537,324.8297,319.6034,55825077,1.2796484643154509,True,1,325.29,True,False,1.8084913990276612,05:10:00,05:15:00
3935,2020-10-07,328.4531,331.8627,328.4239,331.5907,326.52,42510039,0.5920311160112779,True,1,330.09,True,False,1.636255053289243,01:35:00,05:40:00
3937,2020-10-09,335.6803,337.4192,335.0295,336.7683,333.7979,49911819,0.5639340451213029,True,1,337.35,True,False,1.0848780055236902,02:35:00,02:35:00
3938,2020-10-12,339.5951,343.8985,339.0803,343.1699,336.7683,62285365,0.839390168255145,True,1,341.28,True,False,2.1172420325784826,01:35:00,05:00:00
3948,2020-10-26,332.3484,333.1741,326.0245,328.6376,335.2481,82184937,-0.8649415164470717,True,2,330.67,True,False,-2.7512758461569304,01:15:00,04:05:00
3950,2020-10-28,322.6052,328.5777,316.8059,320.0892,329.2253,110442574,-2.010811441283516,True,2,320.96,True,False,-3.772310329734682,00:30:00,06:25:00
3951,2020-10-29,317.5636,323.8631,315.7956,322.508,320.0892,77038134,-0.7890300578713675,True,2,315.96,True,True,-1.3413760914145263,00:10:00,00:10:00
3952,2020-10-30,318.8944,320.2641,313.3768,314.5522,322.508,96385666,-1.1204683294677846,True,2,317.28,True,False,-2.831309610924374,00:45:00,05:15:00
3953,2020-11-02,320.7595,322.8577,317.8841,320.8761,314.5522,72521306,1.9733767559088682,True,1,322.33,True,False,2.6404202545714175,00:45:00,00:45:00
3954,2020-11-03,324.1497,328.5793,323.6446,327.1028,320.8761,78737408,1.020206864892707,True,1,325.75,True,False,2.4006773954183505,00:20:00,01:30:00
3955,2020-11-04,331.1147,337.9923,329.881,334.1649,327.1028,111145385,1.2264951568742382,True,1,332.75,True,False,3.329075752332294,00:30:00,02:50:00
3956,2020-11-05,339.2551,342.1208,338.886,340.926,334.1649,72493942,1.5232599234689337,True,1,340.93,True,False,2.380830542046752,00:40:00,00:50:00
3959,2020-11-10,343.3836,345.0253,340.4888,344.559,348.453,71402755,-1.4548303501476452,True,2,341.64,True,False,-2.2855880133045057,01:05:00,01:10:00
3962,2020-11-13,345.1127,348.639,344.5687,347.6141,341.6739,49821692,1.006456741354846,True,1,346.82,True,False,2.0385226966414485,03:55:00,06:10:00
3969,2020-11-24,349.9115,353.4086,349.0178,352.8646,347.3858,55216953,0.7270590795593752,True,1,351.65,True,False,1.733749623617304,01:45:00,04:10:00
3972,2020-12-01,355.1183,357.1679,354.4966,355.6234,351.116,62855741,1.139879697877622,True,1,356.87,True,False,1.7236184053133408,00:50:00,04:45:00
3986,2020-12-21,356.0467,369.2069,353.1786,358.5422,358.3441,73830608,-0.6411156204329969,True,2,354.25,True,True,-1.441491571927655,00:35:00,00:50:00
4002,2021-01-15,367.5094,368.3484,364.5632,367.0899,369.9434,76841810,-0.6579384846438587,True,2,365.66,True,False,-1.454330581380828,00:35:00,00:50:00
4004,2021-01-20,371.7921,375.3821,371.3823,374.9759,369.5971,36018167,0.5938899412360089,True,1,373.64,True,False,1.5652179089067442,01:10:00,06:15:00
4009,2021-01-27,370.9238,371.0214,362.9146,364.095,375.3626,83027794,-1.1825365659764606,True,2,369.05,True,False,-3.316260064268518,00:00:00,06:05:00
4010,2021-01-28,367.1484,372.592,366.6997,370.4458,364.095,56703612,0.8386272813413954,True,1,368.97,True,False,2.333731581043397,00:10:00,04:10:00
4011,2021-01-29,366.4265,367.4606,359.266,363.3409,370.4458,91239666,-1.0849900309303124,True,2,364.57,True,False,-3.0179313680975732,00:05:00,03:45:00
4013,2021-02-02,370.3287,373.8505,370.319,373.4017,367.3143,42856974,0.8206595822705577,True,1,372.17,True,False,1.7794569936427762,00:30:00,02:45:00
4027,2021-02-23,375.2455,379.4355,370.9043,379.2648,378.4161,82156879,-0.8378607569815288,True,2,373.35,True,True,-1.9850635319163203,00:10:00,00:20:00
4031,2021-03-01,376.1625,381.3622,376.1138,380.9026,373.07,75629438,0.8289329080333528,True,1,378.03,True,False,2.2226927922373765,00:30:00,05:20:00
4033,2021-03-03,376.3576,377.3722,371.9872,373.5773,378.2502,92698594,-0.5003566422436831,True,2,374.47,True,False,-1.6557823366649993,00:40:00,06:25:00
4035,2021-03-05,371.1189,375.3528,363.5292,374.0719,366.6704,104105320,1.2132149199935485,True,1,372.95,True,True,2.3679031631678016,05:00:00,06:20:00
4037,2021-03-09,376.4162,380.3769,375.8894,379.4111,374.1919,76321707,0.5944276185561548,True,1,378.29,True,False,1.6528952123228757,00:30:00,04:30:00
4039,2021-03-11,382.6304,385.9766,382.1622,384.3913,380.4257,58501429,0.5795349788408097,True,1,384.53,True,False,1.4591285499376128,01:30:00,03:35:00
4044,2021-03-18,384.8254,387.0204,381.1964,383.1865,387.3911,73821306,-0.6623022573311551,True,2,382.89,True,False,-1.5990816515918955,05:10:00,06:20:00
4049,2021-03-25,377.786,382.2491,375.7405,381.1529,381.1089,83891901,-0.8719030177463722,True,2,375.88,True,True,-1.4086262482980607,01:20:00,01:25:00
4055,2021-04-05,394.8847,398.2908,394.8064,397.2827,391.1263,58532301,0.9609172280156038,True,1,396.84,True,False,1.8317612494991964,00:50:00,03:05:00
4076,2021-05-04,407.2365,407.7455,402.9202,404.9169,409.56,74164973,-0.5673161441547084,True,2,405.19,True,False,-1.6212032425041458,00:20:00,02:25:00
4079,2021-05-07,410.9655,413.8284,410.251,413.4514,408.1369,47845920,0.6930517676789318,True,1,413.01,True,False,1.3945075782170056,00:35:00,02:15:00
4081,2021-05-11,404.3198,406.4437,401.3445,405.5028,410.4762,92104098,-1.499818990723462,True,2,402.27,True,False,-2.224660041191188,01:05:00,01:15:00
4082,2021-05-12,402.4896,403.8207,395.4133,397.0575,405.5028,98640480,-0.7430774830654643,True,2,400.46,True,False,-2.4881455812388933,01:15:00,06:20:00
4088,2021-05-20,403.0475,407.7699,402.9202,407.4518,400.9238,57889105,0.529701654030014,True,1,405.05,True,False,1.7075813408932017,01:15:00,05:55:00
4108,2021-06-18,409.5508,410.2853,407.2137,409.0794,413.6846,61350162,-0.9992636902606498,True,2,407.48,True,False,-1.5642109955265369,06:25:00,06:25:00
4122,2021-07-09,424.7218,427.9721,424.5058,427.707,422.4143,48728790,0.5462646506048559,True,1,426.83,True,False,1.3157225027656463,01:55:00,06:20:00
4128,2021-07-19,418.4963,419.0069,414.3525,415.1184,423.7969,109532170,-1.250740625993247,True,2,416.38,True,False,-2.228520312442109,00:25:00,04:00:00
4129,2021-07-20,417.9955,424.6138,417.1608,424.2456,415.1184,72030266,0.6930793720538488,True,1,420.07,True,False,2.2873955960516366,00:25:00,05:55:00
4132,2021-07-23,429.6316,432.3516,428.9049,431.7329,427.4664,42806666,0.5065193428068194,True,1,431.77,True,False,1.1428266642711562,03:35:00,06:20:00
4172,2021-09-20,428.3975,430.0524,422.4672,424.3389,434.8548,122126252,-1.484932441817368,True,2,426.22,True,False,-2.848675006002008,02:30:00,05:45:00
4178,2021-09-28,433.1358,433.4806,426.4864,428.3679,436.6624,96513153,-0.8076262119202325,True,2,430.95,True,False,-2.3304044497533996,00:20:00,03:30:00
4183,2021-10-05,423.8266,428.9984,422.9893,427.9837,421.2358,66533817,0.6150474389878547,True,1,425.93,True,False,1.8428158290439751,00:35:00,05:15:00
4185,2021-10-07,431.8551,435.0961,431.668,433.0492,427.3631,53750420,1.0510968307745847,True,1,433.99,True,False,1.8094683420257867,00:25:00,00:50:00
4190,2021-10-14,432.5349,436.0615,432.0423,435.5493,428.23,48509019,1.0052775377717522,True,1,434.68,True,False,1.8288069495364652,01:30:00,06:20:00
4218,2021-11-23,460.2554,462.1024,457.5267,460.3835,464.1761,52780614,-0.8446578787662722,True,2,457.93,True,False,-1.4325166677043506,01:30:00,01:30:00
4221,2021-11-30,455.1132,457.1129,448.5131,449.7494,458.7088,98293752,-0.7838524135573571,True,2,452.82,True,False,-2.2226955314569916,01:20:00,06:20:00
4222,2021-12-01,454.7586,457.7434,443.5778,446.8581,449.7494,92085837,1.113775804926037,True,1,457.01,True,True,1.7774342778445127,01:40:00,01:55:00
4225,2021-12-06,449.3406,453.9212,446.799,452.286,444.8682,66471402,1.0053314667130608,True,1,451.56,True,False,2.034984743796027,01:25:00,04:30:00
4226,2021-12-07,457.4873,461.8907,457.4233,460.4721,452.286,64070823,1.1500024320894309,True,1,459.75,True,False,2.1235899408781123,00:20:00,01:30:00
4231,2021-12-14,456.1476,458.7975,453.3893,456.9947,461.0977,59059188,-1.073546886050389,True,2,453.84,True,False,-1.6717498265551929,02:25:00,03:15:00
4234,2021-12-17,456.2376,459.4208,452.8172,456.4452,460.5411,79572926,-0.9344442873828168,True,2,453.93,True,False,-1.6771358734323514,00:40:00,00:45:00
4235,2021-12-20,449.2386,450.1877,445.9764,448.7839,456.4452,69853130,-1.5788532774580564,True,2,446.96,True,False,-2.2935502443666813,01:00:00,02:05:00
4236,2021-12-21,453.3214,457.9083,451.0872,457.1965,448.7839,48991156,1.011065682169072,True,1,455.57,True,False,2.0331388893407225,02:40:00,06:25:00
4249,2022-01-10,457.4041,460.4093,451.3713,457.0977,461.6895,82444396,-0.9281995800207675,True,2,455.1,True,False,-2.234878635966378,00:15:00,01:15:00
4250,2022-01-11,459.8953,464.4723,456.7615,464.3141,457.0977,55080336,0.6120354576275587,True,1,462.18,True,True,1.6133531190377997,02:10:00,06:25:00
4254,2022-01-18,454.4681,454.6955,450.0987,451.6804,458.6497,75018626,-0.9117197721921552,True,2,452.17,True,False,-1.8643858264815147,00:20:00,06:25:00
4257,2022-01-21,440.4603,442.9317,432.9572,433.837,445.3141,125552531,-1.0899722240997936,True,2,438.23,True,False,-2.7748728369481217,00:25:00,06:25:00
4258,2022-01-24,427.0851,435.3396,415.9441,428.6569,433.837,167372246,-1.5563218443793356,True,2,424.92,True,True,-4.124337020586072,00:15:00,02:55:00
4260,2022-01-26,435.6757,438.9577,423.9514,428.4988,430.3969,136664619,1.2264958228091303,True,1,437.83,True,True,1.9890477835690665,00:30:00,04:30:00
4261,2022-01-27,433.2438,436.5357,424.5347,426.6996,428.4988,102060125,1.1073543263131669,True,1,435.39,True,True,1.8755945174175523,00:15:00,00:40:00
4263,2022-01-31,436.1897,445.1263,434.7761,441.9332,431.5633,89610890,1.0720095985919074,True,1,438.35,True,False,3.1427602856869403,00:30:00,06:25:00
4264,2022-02-01,445.5612,448.4379,441.8229,447.4592,441.9332,71969399,0.8209385490838855,True,1,447.77,True,True,1.4718740298307558,06:15:00,06:20:00
4265,2022-02-02,450.2865,452.8765,447.8646,451.9868,447.4592,71264778,0.6318564910499057,True,1,452.52,True,False,1.2106802139725839,05:45:00,06:25:00
4266,2022-02-03,445.7886,447.7855,440.6086,443.248,451.9868,79780720,-1.3713232333333722,True,2,443.53,True,False,-2.517374401199325,05:05:00,06:20:00
4268,2022-02-07,444.3651,445.8281,440.747,444.3058,446.9749,60905031,-0.5838806608603765,True,2,442.13,True,False,-1.3933444584919594,02:10:00,06:25:00
4270,2022-02-09,450.0097,452.6393,449.7972,451.9671,445.1806,61120060,1.084750773057043,True,1,452.24,True,False,1.6754323975483127,05:05:00,06:20:00
4271,2022-02-10,446.1741,452.4712,442.0815,444.2563,451.9671,93477582,-1.2817304622393988,True,2,443.91,True,True,-2.18723884990744,06:00:00,06:20:00
4274,2022-02-15,438.6512,441.172,438.1075,440.2033,434.0545,62585823,1.0590144785965814,True,1,440.82,True,False,1.6397710425764522,01:35:00,06:20:00
4276,2022-02-17,438.1471,438.7204,431.4249,433.0857,442.0692,69865645,-0.8872140379831936,True,2,435.94,True,False,-2.407835696311809,00:20:00,06:20:00
4281,2022-02-25,424.6928,432.8286,422.9629,431.9587,419.152,88345315,1.3219070885979287,True,1,426.79,True,False,3.262921326869491,00:55:00,06:25:00
4284,2022-03-02,427.4608,434.6871,426.6304,433.7875,424.0701,82488134,0.7995612046215899,True,1,429.58,True,False,2.5035955140435417,00:15:00,06:20:00
4286,2022-03-04,426.8083,428.4098,422.9826,425.7308,431.0394,82184215,-0.9816040018615528,True,2,424.65,True,False,-1.8691562766651981,00:15:00,01:40:00
4289,2022-03-09,420.274,424.594,417.9806,424.0404,413.7545,76172659,1.5756928323438157,True,1,422.34,True,False,2.619790237930944,02:25:00,06:00:00
4293,2022-03-15,414.9655,421.9545,413.6309,421.1242,412.0789,69830978,0.7004969194006401,True,1,417.03,True,False,2.3965313438761413,01:00:00,06:20:00
4294,2022-03-16,424.9696,430.6934,419.9379,427.6387,421.1242,98535316,0.9131272911886898,True,1,427.08,True,True,2.272298766017252,00:10:00,06:25:00
4298,2022-03-22,442.1261,446.8066,442.1261,445.1902,439.6074,53128937,0.5729430396303665,True,1,444.32,True,False,1.637643042405569,00:30:00,06:20:00
4309,2022-04-06,443.1475,445.1704,439.7561,442.1261,447.3024,77661654,-0.9288794336896019,True,2,440.91,True,False,-1.6870689716844744,00:40:00,04:45:00
4312,2022-04-11,440.3908,441.2733,435.7103,437.2027,445.2795,59782701,-1.0978946931084794,True,2,438.16,True,False,-2.1490322370555948,01:40:00,06:25:00
4320,2022-04-22,433.2412,433.5684,421.8771,425.5808,435.4822,87703143,-0.5146019745468323,True,2,431.06,True,False,-3.12414606153822,00:10:00,06:25:00
4321,2022-04-25,420.112,425.0999,415.3324,423.7662,425.5808,85924437,-1.2850203768591035,True,2,417.98,True,False,-2.4080973577755396,00:15:00,02:20:00
4324,2022-04-28,418.7535,426.042,414.1028,424.971,414.9008,76583634,0.9285834107815579,True,1,420.83,True,True,2.6852683822253343,03:10:00,05:50:00
4325,2022-04-29,420.0426,422.3035,407.7663,410.404,424.971,96580292,-1.159702662064002,True,2,417.92,True,False,-4.048440952441461,00:55:00,06:25:00
4329,2022-05-05,420.9648,421.4408,406.0111,406.2144,423.5331,131432726,-0.6063988859430267,True,2,418.85,True,False,-4.137102861618134,00:15:00,06:00:00
4331,2022-05-09,401.7075,403.0065,393.1795,396.2932,405.7136,107571538,-0.9874206829645354,True,2,399.68,True,False,-3.089396066584893,00:35:00,06:20:00
4334,2022-05-12,386.1092,392.4854,381.9245,385.5737,391.4739,88134435,-1.370385101024622,True,2,384.15,True,True,-2.439345253923695,00:05:00,05:20:00
4335,2022-05-13,393.3877,399.8035,392.2969,399.1094,385.5737,73417667,2.0265905065620458,True,1,395.32,True,False,3.6905525454666677,00:20:00,02:40:00
4336,2022-05-16,396.6303,400.5869,394.2703,397.5922,399.1094,55182000,-0.6211580083054964,True,2,394.63,True,True,-1.2124745746404304,00:15:00,00:20:00
4337,2022-05-17,403.1255,405.1484,399.211,404.4939,397.5922,57990745,1.3917023523097276,True,1,405.11,True,False,1.9004899995523026,05:35:00,05:35:00
4338,2022-05-18,400.1209,400.4184,387.2793,387.5373,404.4939,77445602,-1.081104066093454,True,2,398.1,True,False,-4.255836738205451,00:25:00,06:20:00
4340,2022-05-20,389.9567,393.705,377.3531,381.637,386.9818,84990541,0.7687441631621929,True,1,391.89,True,True,1.7373426864002293,00:00:00,00:00:00
4341,2022-05-23,389.5402,394.3992,387.1107,392.9613,381.637,57102448,2.0708683906434717,True,1,391.45,True,False,3.344067792169,01:10:00,05:15:00
4342,2022-05-24,389.2725,391.8408,383.7194,389.57,392.9613,65583481,-0.9387183928799133,True,2,387.31,True,False,-2.3518600941110455,00:30:00,01:20:00
4345,2022-05-27,404.5138,411.9015,404.2857,410.9593,401.8028,57607910,0.6747090861487308,True,1,406.52,True,False,2.513347343522745,00:10:00,06:25:00
4349,2022-06-03,408.9067,410.5726,406.0805,407.211,411.8815,50656136,-0.722246568491184,True,2,406.85,True,False,-1.4084147989166895,01:35:00,01:55:00
4353,2022-06-09,405.902,408.2919,398.088,400.8844,408.6786,57976660,-0.6794091983284738,True,2,403.86,True,False,-2.59142514435549,05:10:00,06:25:00
4354,2022-06-10,391.5731,392.4632,386.486,389.5105,400.8844,83616355,-2.3226895334415647,True,2,389.57,True,False,-3.5916588422996845,00:30:00,06:25:00
4355,2022-06-13,376.6689,378.6125,370.1738,371.7604,389.5105,101033900,-3.296855925578379,True,2,374.72,True,False,-4.9643591122703885,00:45:00,06:20:00
4357,2022-06-15,374.1998,380.685,369.0037,378.7761,369.8763,88288567,1.1689043066560272,True,1,376.05,True,True,2.922247248607166,00:30:00,06:05:00
4358,2022-06-16,367.4071,367.8335,361.0309,363.8274,378.7761,89501469,-3.001509334934272,True,2,365.51,True,False,-4.684878480981248,00:05:00,05:20:00
4360,2022-06-21,370.3586,374.9846,370.2889,374.3223,366.1459,52554416,1.150552279842555,True,1,372.19,True,False,2.4139830597584235,00:10:00,05:40:00
4363,2022-06-24,379.8397,388.4941,379.8048,386.4826,375.7067,62538599,1.1000602331552727,True,1,381.72,True,False,3.4035592125453156,00:10:00,06:25:00
4367,2022-06-30,374.7008,379.1009,371.0358,375.7564,379.5832,75010928,-1.2862529216256045,True,2,372.8,True,False,-2.251785642778706,00:05:00,00:30:00
4369,2022-07-05,374.3124,380.4173,371.3744,379.4911,378.842,59936557,-1.1956435664472154,True,2,372.42,True,True,-1.9711647599790953,00:05:00,00:30:00
4373,2022-07-11,384.2715,385.2873,381.9311,382.8274,387.8567,41577498,-0.9243620130836946,True,2,382.33,True,False,-1.527780749952231,00:15:00,06:20:00
4376,2022-07-14,372.1313,377.0213,369.5221,376.9118,378.301,56821390,-1.6308970898834467,True,2,370.24,True,False,-2.3206124223832254,00:10:00,00:40:00
4377,2022-07-15,380.985,383.6739,378.9832,382.2448,376.9118,45172586,1.0806772300575322,True,1,382.87,True,False,1.794080206562908,01:35:00,06:25:00
4379,2022-07-19,384.5005,391.2627,383.8134,390.4063,380.9252,53190908,0.9385832179125901,True,1,386.41,True,False,2.7137873787294664,00:55:00,06:15:00
4385,2022-07-27,392.7467,401.2318,392.4379,400.6553,388.9844,56811627,0.967211024400974,True,1,394.69,True,False,3.1485581426915905,01:30:00,06:00:00
4393,2022-08-08,413.5512,415.9115,410.1452,411.0216,410.7527,37839947,0.6813101898052015,True,1,415.6,True,True,1.2559381837295251,00:20:00,00:25:00
4397,2022-08-12,420.3035,425.4623,419.3075,424.6655,418.1722,40394029,0.509670418071792,True,1,422.39,True,False,1.743324879080927,02:40:00,06:25:00
4402,2022-08-19,423.2414,423.5202,419.4968,420.5524,426.5876,45147599,-0.7844109861608753,True,2,421.11,True,False,-1.662214279083593,00:25:00,05:35:00
4403,2022-08-22,415.3438,415.5231,410.7129,411.5295,420.5524,48071886,-1.2385139164584462,True,2,413.24,True,False,-2.3396608841133677,00:50:00,06:10:00
4411,2022-09-01,391.2827,395.1568,388.4443,392.5027,395.0771,58379914,-0.9604201306529779,True,2,389.31,True,True,-1.6788621765219942,00:40:00,01:30:00
4416,2022-09-09,401.0824,405.8429,400.8135,405.4943,397.7063,51802164,0.8488927633281163,True,1,403.07,True,False,2.045881596544985,00:30:00,06:10:00
4418,2022-09-13,400.1761,401.4509,390.3166,392.5574,408.4422,73022997,-2.023811447494895,True,2,398.13,True,False,-4.437739293344326,00:30:00,06:15:00
4421,2022-09-16,384.14,386.25,382.11,384.38,387.5779,62729712,-0.8870216800287151,True,2,382.2,True,False,-1.4107873539745135,00:25:00,02:55:00
4423,2022-09-20,385.05,386.12,381.195,383.57,388.185,55009298,-0.8076046215077839,True,2,383.11,True,False,-1.8006878163762148,00:40:00,04:25:00
4424,2022-09-21,386.11,389.31,377.39,381.03,383.57,78121873,0.6621998592173581,True,1,388.03,True,True,1.4964673983888233,05:10:00,05:15:00
