Date,Open,High,Low,Close,prev_close,Volume,gapped_percent,is_gapped,up_or_down,is_half_percent_continutation_target_price,is_half_percent_continued,is_gap_fill,max_gap_and_go_percentage
2015-01-02,179.103,179.5369,177.1937,178.0269,,104152250,,False,0,0.0,False,False,
2015-01-05,177.1851,177.3586,174.7378,175.163,178.0269,150436287,-0.4728498895391687,False,0,0.0,False,False,
2015-01-06,175.38,175.9267,172.5725,174.5469,175.163,189272871,0.12388461033436543,False,0,0.0,False,False,
2015-01-07,174.7985,175.9267,174.3299,175.419,174.5469,110485263,0.14414463963553423,False,0,0.0,False,False,
2015-01-08,177.0462,178.9121,177.0289,178.8166,175.419,131525066,0.9276076137704511,True,1,177.92,True,False,1.991289427028998
2015-01-09,179.1203,179.1377,176.6123,177.5062,178.8166,136714252,0.16983881809630208,False,0,0.0,False,False,
2015-01-12,177.3933,177.5582,175.2324,175.6093,177.5062,118807092,-0.06360341216250262,False,0,0.0,False,False,
2015-01-13,177.1417,178.3219,174.0088,174.7768,175.6093,195699224,0.8726189330519486,True,1,178.02,True,True,1.544679011874661
2015-01-14,173.2625,174.5208,172.3252,174.3646,174.7768,172164500,-0.8664193416975364,True,2,172.39,True,False,-1.4027033336232344
2015-01-15,174.9808,175.3106,172.5942,173.2451,174.3646,152973226,0.3533974212655505,False,0,0.0,False,False,
2015-01-16,172.4988,175.1457,172.3079,174.2605,173.2451,174687712,-0.43077697435599577,False,0,0.0,False,False,
2015-01-20,175.649,175.9267,173.7137,175.4407,174.2605,114315445,0.7967956019866771,True,1,176.52,False,True,
2015-01-21,174.868,176.7425,174.382,176.0656,175.4407,108639794,-0.32643508604331695,False,0,0.0,False,False,
2015-01-22,177.0289,178.9988,175.5883,178.8634,176.0656,135999735,0.5471256168155527,True,1,177.91,True,True,1.6659699566525201
2015-01-23,178.591,178.86,177.7405,178.2091,178.8634,100180326,-0.15229499159694193,False,0,0.0,False,False,
2015-01-26,177.6537,178.3914,176.9074,177.9531,178.2091,75456471,-0.3116563632272539,False,0,0.0,False,False,
2015-01-27,176.1437,177.1417,175.0762,176.1437,177.9531,116255202,-1.0167847595799178,True,2,175.25,True,False,-1.6166619182245243
2015-01-28,177.1851,177.2892,173.4881,174.6076,176.1437,140353332,0.5912218262702612,True,1,178.07,False,True,
2015-01-29,173.896,175.5622,172.4207,175.2064,174.6076,138139903,-0.40754239792540775,False,0,0.0,False,False,
2015-01-30,174.0609,175.4494,172.8112,173.8005,175.2064,162925022,-0.6538003177966093,True,2,173.18,True,True,-1.3670733489187543
2015-02-02,173.6096,175.3279,171.7091,174.0609,173.8005,146723794,-0.10983857929062298,False,0,0.0,False,False,
2015-02-03,176.1697,177.7752,175.7792,177.4107,174.0609,111144777,1.2115299874928844,True,1,177.04,True,False,2.1339083045072207
2015-02-04,176.9681,178.2351,176.6123,178.1831,177.4107,113302845,-0.24947762451757352,False,0,0.0,False,False,
2015-02-05,177.7839,179.0335,177.7058,178.8166,178.1831,84952146,-0.22403920461593022,False,0,0.0,False,False,
2015-02-06,179.2592,179.8493,177.8359,177.9314,178.8166,104705035,0.24751617019896296,False,0,0.0,False,False,
2015-02-09,177.7058,178.4608,177.1547,177.4888,177.9314,76575052,-0.12679043721343497,False,0,0.0,False,False,
2015-02-10,178.6691,179.7452,177.7492,179.6063,177.4888,86969995,0.6649997070237605,True,1,179.56,True,False,1.2712914843077499
2015-02-11,179.3026,180.0316,178.6257,179.9101,179.6063,76593631,-0.16909206414251174,False,0,0.0,False,False,
2015-02-12,180.4134,181.368,180.2312,181.2292,179.9101,81418807,0.2797508311095352,False,0,0.0,False,False,
2015-02-13,181.4374,182.1057,181.1684,181.88,181.2292,77112737,0.11488214923423215,False,0,0.0,False,False,
2015-02-17,181.7238,182.5222,181.4635,182.2831,181.88,64287144,-0.08588080052781182,False,0,0.0,False,False,
2015-02-18,181.9495,182.4354,181.6718,182.3139,182.2831,67658119,-0.1830120290910073,False,0,0.0,False,False,
2015-02-19,181.7325,182.609,181.585,182.2619,182.3139,80490317,-0.31890053364005827,False,0,0.0,False,False,
2015-02-20,181.7932,183.3987,181.1424,183.1991,182.2619,120041171,-0.2571574201739278,False,0,0.0,False,False,
2015-02-23,183.0603,183.2946,182.6611,182.9041,183.1991,58972349,-0.07576456434555352,False,0,0.0,False,False,
2015-02-24,183.2165,184.0236,182.9041,183.9368,182.9041,63582670,0.17079988912222124,False,0,0.0,False,False,
2015-02-25,183.6851,184.1885,183.3033,183.4421,183.9368,65865025,-0.1368404799909532,False,0,0.0,False,False,
2015-02-26,183.5636,183.7285,182.8086,183.3553,183.4421,62564678,0.06623343278342185,False,0,0.0,False,False,
2015-02-27,183.338,183.6157,182.7999,183.0863,183.3553,81821305,-0.0094352331238889,False,0,0.0,False,False,
2015-03-02,182.9214,184.0323,182.8694,183.824,183.0863,72840834,-0.09006681548536877,False,0,0.0,False,False,
2015-03-03,183.5202,184.027,182.3139,183.2686,183.824,95882204,-0.16526677691706404,False,0,0.0,False,False,
2015-03-04,182.5917,182.6698,181.4288,182.4471,183.2686,98462310,-0.36934859544951465,False,0,0.0,False,False,
2015-03-05,182.7826,182.9388,182.1143,182.7132,182.4471,69040982,0.1838889190346112,False,0,0.0,False,False,
2015-03-06,181.7412,182.1925,179.7278,180.0576,182.7132,149613364,-0.5319812690051996,True,2,180.83,True,False,-1.6339268317778892
2015-03-09,180.2832,181.1944,180.1444,181.0296,180.0576,77432545,0.1252932394966865,False,0,0.0,False,False,
2015-03-10,179.3894,179.4761,177.8793,178.2265,181.0296,134665927,-0.9060396752796189,True,2,178.48,True,False,-1.7402126503069042
2015-03-11,178.157,178.3393,177.3847,177.5148,178.2265,96133688,-0.03899532336660182,False,0,0.0,False,False,
2015-03-12,178.131,179.7929,178.0789,179.7105,177.5148,82046056,0.3471259861149561,False,0,0.0,False,False,
2015-03-13,179.4414,179.5803,177.5409,178.3014,179.7105,140391004,-0.1497408331733587,False,0,0.0,False,False,
2015-03-16,179.3894,181.1077,179.3633,180.9384,178.3014,118307096,0.6102027241513492,True,1,180.28,True,False,1.5739080007223685
2015-03-17,180.2398,180.8733,179.6237,180.7952,180.9384,84827595,-0.3860982522228554,False,0,0.0,False,False,
2015-03-18,179.9795,183.3467,179.3113,182.8694,180.7952,201384476,-0.4511734824818317,False,0,0.0,False,False,
2015-03-19,182.2098,182.6521,181.4027,181.8366,182.8694,100537800,-0.36069457219196416,False,0,0.0,False,False,
2015-03-20,182.8052,183.9472,182.7181,183.5723,181.8366,141126752,0.5326760399171615,True,1,183.71,True,False,1.160712419831874
2015-03-23,183.4241,184.0256,183.0667,183.5723,183.5723,54060809,-0.08073113427243803,False,0,0.0,False,False,
2015-03-24,182.9273,183.4067,181.9597,182.2299,183.5723,65173888,-0.351360199768707,False,0,0.0,False,False,
2015-03-25,182.2473,182.4914,179.3184,179.7455,182.2299,140871099,0.009548378175046569,False,0,0.0,False,False,
2015-03-26,178.6646,179.8937,177.9324,179.0743,179.7455,133145629,-0.6013502424260889,True,2,177.77,False,True,
2015-03-27,178.8128,179.5276,178.6123,179.1179,179.0743,99789473,-0.14602877129771488,False,0,0.0,False,False,
2015-03-30,180.4255,181.8463,180.408,181.6415,179.1179,77913940,0.730021957604465,True,1,181.32,True,False,1.5232425123340672
2015-03-31,180.6695,181.4018,179.885,180.0419,181.6415,97758461,-0.5351200028627865,True,2,179.76,False,False,
2015-04-01,179.9112,179.9373,178.2724,179.0046,180.0419,119937868,-0.07259421279157256,False,0,0.0,False,False,
2015-04-02,179.2399,180.4255,179.0482,179.885,179.0046,73375544,0.1314491359439898,False,0,0.0,False,False,
2015-04-06,179.022,181.7069,178.8825,181.3756,179.885,94661758,-0.47975095199710904,False,0,0.0,False,False,
2015-04-07,181.1882,181.9771,180.6521,181.2449,181.3756,65760814,-0.10332150520797544,False,0,0.0,False,False,
2015-04-08,180.9223,181.7592,180.5126,181.1315,181.2449,80127878,-0.1779912152010866,False,0,0.0,False,False,
2015-04-09,181.1228,182.3432,180.6085,182.1776,181.1315,78581231,-0.004803140259963712,False,0,0.0,False,False,
2015-04-10,182.3607,183.1365,182.1514,182.9447,182.1776,60304268,0.10050631910838437,False,0,0.0,False,False,
2015-04-13,182.9447,183.6072,182.2125,182.3179,182.9447,64095673,0.0,False,0,0.0,False,False,
2015-04-14,182.0556,182.8052,181.4018,182.657,182.3179,66646830,-0.1438695816483244,False,0,0.0,False,False,
2015-04-15,183.1016,183.9646,183.0144,183.8164,182.657,79635497,0.24340704161350502,False,0,0.0,False,False,
2015-04-16,183.0842,183.9123,182.8774,183.4067,183.8164,59667486,-0.39833224891792984,False,0,0.0,False,False,
2015-04-17,182.134,182.3868,180.4516,181.1926,183.4067,158015333,-0.693922304910352,True,2,181.22,True,False,-1.6112279431449272
2015-04-20,182.2386,183.2759,182.1514,183.1016,181.1926,72673663,0.5772862688652806,True,1,183.14,True,False,1.1497710171386737
2015-04-21,183.6421,183.8077,182.3955,182.6396,183.1016,61230553,0.2951913036259698,False,0,0.0,False,False,
2015-04-22,183.0667,183.799,182.0991,183.7669,182.6396,71411557,0.23384851916013605,False,0,0.0,False,False,
2015-04-23,183.1888,184.7491,183.0667,184.5116,183.7669,83709589,-0.31458331179336774,False,0,0.0,False,False,
2015-04-24,184.505,184.7753,184.0256,184.444,184.5116,49189013,-0.003577010876276464,False,0,0.0,False,False,
2015-04-27,185.0891,185.2198,183.5287,183.7902,184.444,67119058,0.34975385482857324,False,0,0.0,False,False,
2015-04-28,183.7031,184.3656,182.4741,184.1825,183.7902,79089374,-0.04739099255563812,False,0,0.0,False,False,
2015-04-29,183.3805,184.1825,182.7093,183.6595,184.1825,113355244,-0.43543767730375715,False,0,0.0,False,False,
2015-04-30,182.9534,183.3631,180.9834,181.2536,183.6595,135269735,-0.38446146265236514,False,0,0.0,False,False,
2015-05-01,182.535,183.7292,182.4304,183.3195,181.2536,86517823,0.7069652685519022,True,1,183.44,True,False,1.3658211478282283
2015-05-04,184.1302,184.8189,184.0169,184.383,183.3195,60907271,0.44223336851780476,False,0,0.0,False,False,
2015-05-05,183.9559,184.3307,181.951,182.2909,184.383,100995548,-0.23163740691929072,False,0,0.0,False,False,
2015-05-06,182.6745,182.997,180.2337,180.87,182.2909,121440182,0.21043288502059143,False,0,0.0,False,False,
2015-05-07,181.2449,182.5176,180.8962,181.9945,180.87,75031290,0.2072759440482096,False,0,0.0,False,False,
2015-05-08,183.8251,184.6794,183.7379,184.4266,181.9945,123407426,1.005854572528293,True,1,184.74,False,False,
2015-05-11,184.4266,184.7055,183.5113,183.921,184.4266,65145062,0.0,False,0,0.0,False,False,
2015-05-12,182.7181,183.6072,181.8551,183.2759,183.921,100647732,-0.6540308067050525,True,2,181.8,False,False,
2015-05-13,183.4677,184.1215,182.8314,182.9273,183.2759,75475473,0.10465096611174772,False,0,0.0,False,False,
2015-05-14,184.1389,185.0804,183.8513,184.9584,182.9273,82142065,0.6623396289126906,True,1,185.05,True,False,1.1770249711224048
2015-05-15,185.185,185.3332,184.6794,185.0368,184.9584,63765875,0.12251403558853806,False,0,0.0,False,False,
2015-05-18,185.0106,186.0218,184.9409,185.8982,185.0368,61068720,-0.014159345600436603,False,0,0.0,False,False,
2015-05-19,185.8823,186.17,185.4029,185.5598,185.8982,62224746,-0.00855306829222458,False,0,0.0,False,False,
2015-05-20,185.8039,186.3531,185.2408,185.5947,185.5598,69639427,0.1315478891440943,False,0,0.0,False,False,
2015-05-21,185.4203,186.3269,185.246,186.0131,185.5947,58496159,-0.09396820060055135,False,0,0.0,False,False,
2015-05-22,185.708,186.1439,185.5947,185.9869,186.0131,48512020,-0.16402070606855654,False,0,0.0,False,False,
2015-05-26,185.1501,185.5937,183.2324,183.6198,185.9869,108170597,-0.44992416132533125,False,0,0.0,False,False,
2015-05-27,184.1476,185.6557,183.799,185.4508,183.6198,82648696,0.28744176826247136,False,0,0.0,False,False,
2015-05-28,185.0891,185.3157,184.4789,185.1327,185.4508,66297823,-0.19503825273333134,False,0,0.0,False,False,
2015-05-29,185.1327,185.1763,183.7728,184.4179,185.1327,101541693,0.0,False,0,0.0,False,False,
2015-06-01,184.7491,185.0978,183.5985,184.7404,184.4179,84015838,0.1795921111779255,False,0,0.0,False,False,
2015-06-02,183.9472,184.967,183.2934,184.2659,184.7404,78943691,-0.42935925222635907,False,0,0.0,False,False,
2015-06-03,184.8014,185.3855,184.2175,184.6707,184.2659,78094887,0.2906126418398701,False,0,0.0,False,False,
2015-06-04,183.9907,184.6785,182.8401,182.9011,184.6707,133582799,-0.368223004515609,False,0,0.0,False,False,
2015-06-05,183.0144,183.5636,182.1689,182.8488,182.9011,97206788,0.06194604625121504,False,0,0.0,False,False,
2015-06-08,182.7442,182.9011,181.6546,182.0468,182.8488,76757623,-0.05720573501166259,False,0,0.0,False,False,
2015-06-09,181.7069,182.2735,181.0444,181.6066,182.0468,89016018,-0.1867102305560988,False,0,0.0,False,False,
2015-06-10,182.5088,184.2871,182.4565,184.0953,181.6066,121870668,0.4967881123263262,False,0,0.0,False,False,
2015-06-11,184.3481,184.8799,184.1041,184.5007,184.0953,64869680,0.137320181449488,False,0,0.0,False,False,
2015-06-12,183.6159,184.3499,182.7791,183.1626,184.5007,117907989,-0.4795645761777512,False,0,0.0,False,False,
2015-06-15,181.8725,182.5786,181.1315,182.1166,183.1626,108498243,-0.7043468481010836,True,2,180.96,False,False,
2015-06-16,182.1253,183.3631,181.9422,183.2672,182.1166,75794256,0.0047771592485279174,False,0,0.0,False,False,
2015-06-17,183.5723,184.2087,182.5001,183.9951,183.2672,118843775,0.16647823505788822,False,0,0.0,False,False,
2015-06-18,184.1999,185.9695,184.0779,185.7341,183.9951,148023986,0.11130731198820287,False,0,0.0,False,False,
2015-06-19,185.2273,185.3062,184.3339,184.4828,185.7341,101201220,-0.2728631952883172,False,0,0.0,False,False,
2015-06-22,185.6171,186.2171,185.385,185.7135,184.4828,61325945,0.6148540676962818,True,1,186.54,False,False,
2015-06-23,185.823,186.0858,185.3237,185.7529,185.7135,57429811,0.05896178791525497,False,0,0.0,False,False,
2015-06-24,185.4551,185.8493,184.3689,184.7463,185.7529,77040749,-0.1603205118197474,False,0,0.0,False,False,
2015-06-25,184.912,185.0434,183.747,184.0974,184.7463,76502891,0.08969056484487932,False,0,0.0,False,False,
2015-06-26,184.2025,184.4565,183.2127,183.9922,184.0974,84506137,0.0570893450966679,False,0,0.0,False,False,
2015-06-29,182.236,183.7978,179.8578,180.4709,183.9922,170240083,-0.9544969841112867,True,2,181.32,True,False,-2.2470517771949026
2015-06-30,181.5484,181.6009,179.814,180.5498,180.4709,145362469,0.5970491641588679,True,1,182.45,False,True,
2015-07-01,181.9601,182.2228,180.9352,181.5475,180.5498,119121052,0.7811141302842798,True,1,182.86,False,False,
2015-07-02,182.2579,182.4331,181.1542,181.6184,181.5475,84680321,0.3913025516738004,False,0,0.0,False,False,
2015-07-06,180.2432,181.89,180.033,180.6549,181.6184,102693135,-0.7571920025724302,True,2,179.34,False,True,
2015-07-07,181.2856,182.3455,178.7891,182.1352,180.6549,162111814,0.349118678762652,False,0,0.0,False,False,
2015-07-08,180.8126,181.1143,178.9118,179.1132,182.1352,149073874,-0.7261638606924934,True,2,179.9,True,False,-1.7697842042614487
2015-07-09,181.3557,181.6272,179.4636,179.9454,179.1132,128714469,1.2520015275256133,True,1,182.25,False,False,
2015-07-10,181.5746,182.179,180.8739,181.9776,179.9454,116732991,0.9053857447870283,True,1,182.47,False,False,
2015-07-13,183.0637,183.8609,183.0199,183.7995,181.9776,94441419,0.5968316979672311,True,1,183.97,False,False,
2015-07-14,183.7032,184.8682,183.6419,184.8244,183.7995,72721591,-0.05239404895007069,False,0,0.0,False,False,
2015-07-15,184.5879,185.0697,183.9835,184.2988,184.8244,83389538,-0.12795929541770815,False,0,0.0,False,False,
2015-07-16,185.5865,185.9631,185.3324,185.893,184.2988,89813719,0.6987023247031456,True,1,186.51,False,False,
2015-07-17,185.9544,186.1821,185.5252,185.9982,185.893,78993913,0.033029753675497146,False,0,0.0,False,False,
2015-07-20,186.3573,186.734,185.8843,186.4843,185.9982,59393401,0.19306638451340508,False,0,0.0,False,False,
2015-07-21,186.077,186.3485,185.166,185.3902,186.4843,67760337,-0.2184098071526623,False,0,0.0,False,False,
2015-07-22,184.7631,185.4989,184.728,184.9645,185.3902,78354165,-0.3382595196509764,False,0,0.0,False,False,
2015-07-23,185.2886,185.3938,183.7295,183.8346,184.9645,82418885,0.17522281302629186,False,0,0.0,False,False,
2015-07-24,184.2112,184.2726,181.8462,182.1431,183.8346,97991274,0.20485806262803427,False,0,0.0,False,False,
