Date,Open,High,Low,Close,prev_close,Volume,gapped_percent,is_gapped,up_or_down,is_half_percent_continutation_target_price,is_half_percent_continued,is_gap_fill,max_gap_and_go_percentage
2015-07-27,181.2681,181.8024,180.6724,180.8826,182.1431,110616436,-0.4803915163407233,False,0,0.0,False,False,
2015-07-28,182.0126,183.5105,181.1454,183.2039,180.8826,110127403,0.6247145938857555,True,1,182.92,True,False,1.452820779887071
2015-07-29,183.493,184.8594,183.344,184.7018,183.2039,94697150,0.15780231752707807,False,0,0.0,False,False,
2015-07-30,184.0886,184.8419,183.4404,184.8069,184.7018,79837545,-0.33199459886150423,False,0,0.0,False,False,
2015-07-31,185.1923,185.2186,184.0886,184.1937,184.8069,87285721,0.20854199707910026,False,0,0.0,False,False,
2015-08-03,184.3514,184.4127,182.7659,183.1951,184.1937,100058151,0.08561639187442649,False,0,0.0,False,False,
2015-08-04,183.6857,184.1659,182.8973,183.5543,183.1951,74993405,0.26780192264967817,False,0,0.0,False,False,
2015-08-05,184.3426,185.0959,183.7119,184.0886,183.5543,76160366,0.42946419669819363,False,0,0.0,False,False,
2015-08-06,184.2025,184.312,181.89,182.3323,184.0886,93725495,0.061872381016517354,False,0,0.0,False,False,
2015-08-07,182.3367,182.4944,181.2067,181.9741,182.3323,100143887,0.0024131763818061617,False,0,0.0,False,False,
2015-08-10,183.3178,184.5353,183.3178,184.3339,181.9741,69451206,0.7384017835505232,True,1,184.23,True,False,1.4074530386467161
2015-08-11,183.0462,183.4842,181.9863,182.6521,184.3339,104882144,-0.6985692810709268,True,2,182.12,True,False,-1.2735584718817319
2015-08-12,181.417,183.1951,179.8841,183.0024,182.6521,160731454,-0.6762035585684416,True,2,180.5,True,True,-1.515449315939976
2015-08-13,182.836,183.5543,182.2053,182.9105,183.0024,82896911,-0.0909277692532894,False,0,0.0,False,False,
2015-08-14,182.5732,183.5181,182.4243,183.493,182.9105,63974362,-0.18440712807629908,False,0,0.0,False,False,
2015-08-17,182.8185,184.4565,182.3367,184.255,183.493,72687066,-0.3675889543470295,False,0,0.0,False,False,
2015-08-18,184.1762,184.5441,183.6848,183.7995,184.255,61821888,-0.04276681772543545,False,0,0.0,False,False,
2015-08-19,183.1513,183.9572,181.6272,182.6783,183.7995,153698196,-0.3526669006172502,False,0,0.0,False,False,
2015-08-20,180.8914,182.4475,178.6139,179.5398,182.6783,166373224,-0.9781676312950157,True,2,179.98,True,False,-2.224894801407724
2015-08-21,176.7044,178.6406,173.0254,173.6386,179.5398,306098920,-1.5792598632726678,True,2,175.81,True,False,-3.628387688969255
2015-08-24,164.2309,172.9792,159.7724,165.3171,173.6386,443270458,-5.417977339140033,True,2,163.36,True,False,-7.985666781464485
2015-08-25,171.1859,171.2035,163.8543,167.2765,165.3171,328764118,3.550025980373472,True,1,172.01,False,True,
2015-08-26,168.2515,170.6253,165.0018,169.2851,167.2765,305209621,0.582867288591042,True,1,169.09,True,True,2.0019548472140505
2015-08-27,172.5787,174.6722,170.9932,172.675,169.2851,250637544,1.9455935578500398,True,1,173.43,True,False,3.182264712015413
2015-08-28,173.8751,175.0445,173.367,173.9189,172.675,131443663,0.6950050673230009,True,1,174.74,True,False,1.3722310699290503
2015-08-31,173.5335,174.4225,172.5699,173.0999,173.9189,129266448,-0.22159753770292026,False,0,0.0,False,False,
2015-09-01,169.1625,170.6078,167.069,168.1909,173.0999,227521793,-2.2746402510919976,True,2,168.3,True,False,-3.484057472014717
2015-09-02,170.4764,171.2122,168.5493,170.0122,168.1909,137208363,1.3588725668273451,True,1,171.32,False,False,
2015-09-03,171.913,173.4809,170.7742,171.2035,170.0122,135937374,1.1180374114328289,True,1,172.76,True,False,2.0402653456634194
2015-09-04,168.926,169.8107,167.8398,168.6369,171.2035,161860479,-1.330288224247754,True,2,168.07,True,False,-1.9647378704290477
2015-09-08,171.6327,173.0955,170.9582,172.5787,168.6369,99909995,1.7764795249438305,True,1,172.48,True,False,2.6439053374439343
2015-09-09,174.5934,174.7248,170.2399,171.3348,172.5787,131377802,1.167409419586545,True,1,175.46,False,True,
2015-09-10,170.4239,172.7539,170.1523,171.2823,171.3348,135668642,-0.5316491454158747,True,2,169.57,False,True,
2015-09-11,171.1378,172.3597,170.3976,171.7203,171.2823,99250226,-0.08436364995098364,False,0,0.0,False,False,
2015-09-14,172.5174,172.5699,171.1859,171.5276,171.7203,68195477,0.46418507305193407,False,0,0.0,False,False,
2015-09-15,172.2195,174.3043,171.7641,174.1379,171.5276,100354042,0.4033753168586303,False,0,0.0,False,False,
2015-09-16,174.1554,175.5481,173.7962,175.3992,174.1379,87757361,0.010049506741487111,False,0,0.0,False,False,
2015-09-17,175.2065,177.7205,174.5583,175.2503,175.3992,241075331,-0.1098636709859578,False,0,0.0,False,False,
2015-09-18,172.3224,174.9414,171.6621,172.1728,175.2503,186839346,-1.670696141461682,True,2,171.45,False,False,
2015-09-21,172.9652,174.057,171.8822,173.0885,172.1728,91611181,0.46023529849082717,False,0,0.0,False,False,
2015-09-22,170.7111,171.2218,169.5489,170.6671,173.0885,126343351,-1.373517015861841,True,2,169.85,True,False,-2.0449654367563452
2015-09-23,170.9136,171.4067,169.857,170.4294,170.6671,83350098,0.14443322702500805,False,0,0.0,False,False,
2015-09-24,169.1879,170.3325,167.7879,170.2004,170.4294,140559116,-0.7284541282196462,True,2,168.34,True,False,-1.549908642522933
2015-09-25,171.3803,171.6973,168.8885,169.8482,170.2004,131131035,0.6932416140032593,True,1,172.23,False,True,
2015-09-28,168.8621,168.9766,165.2168,165.4977,169.8482,147440622,-0.580577244857463,True,2,168.01,True,False,-2.7267878022846195
2015-09-29,165.7715,167.0659,164.5917,164.913,165.4977,143626145,0.16544036563649783,False,0,0.0,False,False,
2015-09-30,167.6206,168.9017,166.8017,168.3602,164.913,137397729,1.6418353919945576,True,1,168.45,True,False,2.418669237719279
2015-10-01,169.1262,169.4872,167.1363,168.6772,168.3602,120131768,0.4549768888371596,False,0,0.0,False,False,
2015-10-02,167.0923,171.6797,166.52,171.0413,168.6772,169111505,-0.9396053527092012,True,2,166.25,False,True,
2015-10-05,172.9828,174.9904,172.8684,174.779,171.0413,115099321,1.135105965635195,True,1,173.84,True,False,2.3088575683182873
2015-10-06,174.6117,175.2017,173.4583,174.4356,174.779,99259209,-0.09572088179929118,False,0,0.0,False,False,
2015-10-07,175.1312,175.9457,173.8809,175.0168,174.4356,114445642,0.3987718103414745,False,0,0.0,False,False,
2015-10-08,175.1753,177.4646,174.8583,177.1476,175.0168,141255016,0.09056273454891396,False,0,0.0,False,False,
2015-10-09,177.3149,177.7727,176.6105,177.2092,177.1476,87689888,0.09444101980494408,False,0,0.0,False,False,
2015-10-12,177.3501,177.6495,176.901,177.4998,177.2092,49711238,0.07951054459925772,False,0,0.0,False,False,
2015-10-13,176.6721,178.0017,176.1438,176.54,177.4998,75015557,-0.4663103845750773,False,0,0.0,False,False,
2015-10-14,176.2583,176.8658,175.1665,175.7379,176.54,88430575,-0.15956723688682495,False,0,0.0,False,False,
2015-10-15,176.1702,178.1602,175.7828,178.0237,175.7379,113173883,0.24599133140887533,False,0,0.0,False,False,
2015-10-16,178.5916,178.9966,177.7903,178.7061,178.0237,92806261,0.3190024698958671,False,0,0.0,False,False,
2015-10-19,178.301,179.0671,177.9752,178.8381,178.7061,67033442,-0.2266850432078169,False,0,0.0,False,False,
2015-10-20,178.6092,179.4809,178.3425,178.9438,178.8381,69692910,-0.12799286058172732,False,0,0.0,False,False,
2015-10-21,179.2784,179.4369,177.5526,178.1073,178.9438,93342891,0.1869860816636255,False,0,0.0,False,False,
2015-10-22,178.7237,180.9513,178.574,180.8765,178.1073,154884429,0.34608351257921416,False,0,0.0,False,False,
2015-10-23,182.4834,183.0998,181.6469,182.6058,180.8765,125205643,0.8883962261543076,True,1,183.39,False,False,
2015-10-26,182.5274,182.5891,181.8759,182.4042,182.6058,61454105,-0.04293401414412237,False,0,0.0,False,False,
2015-10-27,181.5589,182.2633,181.1979,181.8406,182.4042,69240875,-0.46342134665759277,False,0,0.0,False,False,
2015-10-28,182.2633,183.9979,181.5677,183.4255,181.8406,127688100,0.23245633813350366,False,0,0.0,False,False,
2015-10-29,183.452,184.262,183.3287,183.945,183.4255,78489310,0.014447282411659577,False,0,0.0,False,False,
2015-10-30,184.0771,184.4117,182.9941,183.4079,183.945,109133555,0.07181494468455697,False,0,0.0,False,False,
2015-11-02,183.4255,185.4507,183.2935,185.4155,183.4079,75481483,0.009596097005629203,False,0,0.0,False,False,
2015-11-03,184.8784,186.3664,184.6406,185.979,185.4155,88802860,-0.2896737327785484,False,0,0.0,False,False,
2015-11-04,186.0934,186.2255,184.6583,185.0897,185.979,86639618,0.06151232128357996,False,0,0.0,False,False,
2015-11-05,185.2834,185.7677,184.1035,185.0765,185.0897,70850790,0.10465196064395095,False,0,0.0,False,False,
2015-11-06,184.6758,185.1865,183.5488,184.6494,185.0765,91686544,-0.2165050668237191,False,0,0.0,False,False,
2015-11-09,184.2972,184.4557,182.2193,182.9589,184.6494,117602901,-0.19073985618150424,False,0,0.0,False,False,
2015-11-10,182.7123,183.6721,182.4306,183.3903,182.9589,65415601,-0.1347843696043214,False,0,0.0,False,False,
2015-11-11,183.9186,183.9714,182.8444,183.1781,183.3903,62703662,0.28807412387678166,False,0,0.0,False,False,
2015-11-12,181.823,182.3161,180.3438,181.013,183.1781,110631023,-0.7397718395375829,True,2,180.91,True,False,-1.547291952476859
2015-11-13,179.93,180.2117,178.2438,178.4683,181.013,138129206,-0.5982995696441683,True,2,179.02,True,False,-1.529834873738357
2015-11-16,178.1425,181.0658,178.0193,180.8897,178.4683,98738717,-0.18255342825587892,False,0,0.0,False,False,
2015-11-17,181.374,182.2985,180.3966,180.7049,180.8897,108542230,0.26773221471426534,False,0,0.0,False,False,
2015-11-18,181.418,183.9362,181.374,183.3455,180.7049,103425451,0.39462128586441053,False,0,0.0,False,False,
2015-11-19,183.6633,184.0683,183.3199,183.8218,183.3455,75657308,0.17333395147413241,False,0,0.0,False,False,
2015-11-20,184.4205,185.0104,183.901,184.1387,183.8218,82000351,0.32569586414669427,False,0,0.0,False,False,
2015-11-23,184.3589,184.8872,183.6016,184.0771,184.1387,60360028,0.11958377027751663,False,0,0.0,False,False,
2015-11-24,183.0293,184.7551,182.6243,184.5086,184.0771,88531657,-0.569218007019882,True,2,182.11,False,True,
2015-11-25,184.4645,184.6758,184.0331,184.5702,184.5086,48027134,-0.023901324924699693,False,0,0.0,False,False,
2015-11-30,184.6847,184.8079,183.6369,183.7249,184.5702,89686174,0.06203601664840397,False,0,0.0,False,False,
2015-12-01,184.4117,185.6268,184.1211,185.1909,183.7249,90442103,0.3738197707550829,False,0,0.0,False,False,
2015-12-02,185.4463,185.7853,183.3463,183.8834,185.1909,100404504,0.13791174404358353,False,0,0.0,False,False,
2015-12-03,183.8746,184.1564,180.2831,180.5111,183.8834,145290816,-0.004785641335763812,False,0,0.0,False,False,
2015-12-04,181.4532,184.8784,181.3211,184.5094,180.5111,170316786,0.5219069630621112,True,1,182.36,True,False,2.4194080031643486
