Date,Open,High,Low,Close,prev_close,next_day_open,Volume,gapped,up_down,continued
2015-03-27,178.8128,179.5276,178.6123,179.1179,179.0743,180.4255,99789473,1.0,1.0,1.0
2015-03-30,180.4255,181.8463,180.408,181.6415,179.1179,180.6695,77913940,1.0,2.0,0.0
2015-03-31,180.6695,181.4018,179.885,180.0419,181.6415,179.9112,97758461,0.0,0.0,0.0
2015-04-01,179.9112,179.9373,178.2724,179.0046,180.0419,179.2399,119937868,0.0,0.0,0.0
2015-04-02,179.2399,180.4255,179.0482,179.885,179.0046,179.022,73375544,0.0,0.0,0.0
2015-04-06,179.022,181.7069,178.8825,181.3756,179.885,181.1882,94661758,0.0,0.0,0.0
2015-04-07,181.1882,181.9771,180.6521,181.2449,181.3756,180.9223,65760814,0.0,0.0,0.0
2015-04-08,180.9223,181.7592,180.5126,181.1315,181.2449,181.1228,80127878,0.0,0.0,0.0
2015-04-09,181.1228,182.3432,180.6085,182.1776,181.1315,182.3607,78581231,0.0,0.0,0.0
2015-04-10,182.3607,183.1365,182.1514,182.9447,182.1776,182.9447,60304268,0.0,0.0,0.0
2015-04-13,182.9447,183.6072,182.2125,182.3179,182.9447,182.0556,64095673,0.0,0.0,0.0
2015-04-14,182.0556,182.8052,181.4018,182.657,182.3179,183.1016,66646830,0.0,0.0,0.0
2015-04-15,183.1016,183.9646,183.0144,183.8164,182.657,183.0842,79635497,0.0,0.0,0.0
2015-04-16,183.0842,183.9123,182.8774,183.4067,183.8164,182.134,59667486,1.0,2.0,1.0
2015-04-17,182.134,182.3868,180.4516,181.1926,183.4067,182.2386,158015333,1.0,1.0,1.0
2015-04-20,182.2386,183.2759,182.1514,183.1016,181.1926,183.6421,72673663,0.0,0.0,0.0
2015-04-21,183.6421,183.8077,182.3955,182.6396,183.1016,183.0667,61230553,0.0,0.0,0.0
2015-04-22,183.0667,183.799,182.0991,183.7669,182.6396,183.1888,71411557,0.0,0.0,0.0
2015-04-23,183.1888,184.7491,183.0667,184.5116,183.7669,184.505,83709589,0.0,0.0,0.0
2015-04-24,184.505,184.7753,184.0256,184.444,184.5116,185.0891,49189013,0.0,0.0,0.0
2015-04-27,185.0891,185.2198,183.5287,183.7902,184.444,183.7031,67119058,0.0,0.0,0.0
2015-04-28,183.7031,184.3656,182.4741,184.1825,183.7902,183.3805,79089374,0.0,0.0,0.0
2015-04-29,183.3805,184.1825,182.7093,183.6595,184.1825,182.9534,113355244,0.0,0.0,0.0
2015-04-30,182.9534,183.3631,180.9834,181.2536,183.6595,182.535,135269735,1.0,1.0,1.0
2015-05-01,182.535,183.7292,182.4304,183.3195,181.2536,184.1302,86517823,0.0,0.0,0.0
2015-05-04,184.1302,184.8189,184.0169,184.383,183.3195,183.9559,60907271,0.0,0.0,0.0
2015-05-05,183.9559,184.3307,181.951,182.2909,184.383,182.6745,100995548,0.0,0.0,0.0
2015-05-06,182.6745,182.997,180.2337,180.87,182.2909,181.2449,121440182,0.0,0.0,0.0
2015-05-07,181.2449,182.5176,180.8962,181.9945,180.87,183.8251,75031290,1.0,1.0,0.0
2015-05-08,183.8251,184.6794,183.7379,184.4266,181.9945,184.4266,123407426,0.0,0.0,0.0
2015-05-11,184.4266,184.7055,183.5113,183.921,184.4266,182.7181,65145062,1.0,2.0,0.0
2015-05-12,182.7181,183.6072,181.8551,183.2759,183.921,183.4677,100647732,0.0,0.0,0.0
2015-05-13,183.4677,184.1215,182.8314,182.9273,183.2759,184.1389,75475473,1.0,1.0,1.0
2015-05-14,184.1389,185.0804,183.8513,184.9584,182.9273,185.185,82142065,0.0,0.0,0.0
2015-05-15,185.185,185.3332,184.6794,185.0368,184.9584,185.0106,63765875,0.0,0.0,0.0
2015-05-18,185.0106,186.0218,184.9409,185.8982,185.0368,185.8823,61068720,0.0,0.0,0.0
2015-05-19,185.8823,186.17,185.4029,185.5598,185.8982,185.8039,62224746,0.0,0.0,0.0
2015-05-20,185.8039,186.3531,185.2408,185.5947,185.5598,185.4203,69639427,0.0,0.0,0.0
2015-05-21,185.4203,186.3269,185.246,186.0131,185.5947,185.708,58496159,0.0,0.0,0.0
2015-05-22,185.708,186.1439,185.5947,185.9869,186.0131,185.1501,48512020,0.0,0.0,0.0
2015-05-26,185.1501,185.5937,183.2324,183.6198,185.9869,184.1476,108170597,0.0,0.0,0.0
2015-05-27,184.1476,185.6557,183.799,185.4508,183.6198,185.0891,82648696,0.0,0.0,0.0
2015-05-28,185.0891,185.3157,184.4789,185.1327,185.4508,185.1327,66297823,0.0,0.0,0.0
2015-05-29,185.1327,185.1763,183.7728,184.4179,185.1327,184.7491,101541693,0.0,0.0,0.0
2015-06-01,184.7491,185.0978,183.5985,184.7404,184.4179,183.9472,84015838,0.0,0.0,0.0
2015-06-02,183.9472,184.967,183.2934,184.2659,184.7404,184.8014,78943691,0.0,0.0,0.0
2015-06-03,184.8014,185.3855,184.2175,184.6707,184.2659,183.9907,78094887,0.0,0.0,0.0
2015-06-04,183.9907,184.6785,182.8401,182.9011,184.6707,183.0144,133582799,0.0,0.0,0.0
2015-06-05,183.0144,183.5636,182.1689,182.8488,182.9011,182.7442,97206788,0.0,0.0,0.0
2015-06-08,182.7442,182.9011,181.6546,182.0468,182.8488,181.7069,76757623,0.0,0.0,0.0
2015-06-09,181.7069,182.2735,181.0444,181.6066,182.0468,182.5088,89016018,0.0,0.0,0.0
2015-06-10,182.5088,184.2871,182.4565,184.0953,181.6066,184.3481,121870668,0.0,0.0,0.0
2015-06-11,184.3481,184.8799,184.1041,184.5007,184.0953,183.6159,64869680,0.0,0.0,0.0
2015-06-12,183.6159,184.3499,182.7791,183.1626,184.5007,181.8725,117907989,1.0,2.0,0.0
2015-06-15,181.8725,182.5786,181.1315,182.1166,183.1626,182.1253,108498243,0.0,0.0,0.0
2015-06-16,182.1253,183.3631,181.9422,183.2672,182.1166,183.5723,75794256,0.0,0.0,0.0
2015-06-17,183.5723,184.2087,182.5001,183.9951,183.2672,184.1999,118843775,0.0,0.0,0.0
2015-06-18,184.1999,185.9695,184.0779,185.7341,183.9951,185.2273,148023986,0.0,0.0,0.0
2015-06-19,185.2273,185.3062,184.3339,184.4828,185.7341,185.6171,101201220,1.0,1.0,0.0
2015-06-22,185.6171,186.2171,185.385,185.7135,184.4828,185.823,61325945,0.0,0.0,0.0
2015-06-23,185.823,186.0858,185.3237,185.7529,185.7135,185.4551,57429811,0.0,0.0,0.0
2015-06-24,185.4551,185.8493,184.3689,184.7463,185.7529,184.912,77040749,0.0,0.0,0.0
2015-06-25,184.912,185.0434,183.747,184.0974,184.7463,184.2025,76502891,0.0,0.0,0.0
2015-06-26,184.2025,184.4565,183.2127,183.9922,184.0974,182.236,84506137,1.0,2.0,1.0
2015-06-29,182.236,183.7978,179.8578,180.4709,183.9922,181.5484,170240083,1.0,1.0,0.0
2015-06-30,181.5484,181.6009,179.814,180.5498,180.4709,181.9601,145362469,1.0,1.0,0.0
2015-07-01,181.9601,182.2228,180.9352,181.5475,180.5498,182.2579,119121052,0.0,0.0,0.0
2015-07-02,182.2579,182.4331,181.1542,181.6184,181.5475,180.2432,84680321,1.0,2.0,0.0
2015-07-06,180.2432,181.89,180.033,180.6549,181.6184,181.2856,102693135,0.0,0.0,0.0
2015-07-07,181.2856,182.3455,178.7891,182.1352,180.6549,180.8126,162111814,1.0,2.0,1.0
2015-07-08,180.8126,181.1143,178.9118,179.1132,182.1352,181.3557,149073874,1.0,1.0,0.0
2015-07-09,181.3557,181.6272,179.4636,179.9454,179.1132,181.5746,128714469,1.0,1.0,0.0
2015-07-10,181.5746,182.179,180.8739,181.9776,179.9454,183.0637,116732991,1.0,1.0,0.0
2015-07-13,183.0637,183.8609,183.0199,183.7995,181.9776,183.7032,94441419,0.0,0.0,0.0
2015-07-14,183.7032,184.8682,183.6419,184.8244,183.7995,184.5879,72721591,0.0,0.0,0.0
2015-07-15,184.5879,185.0697,183.9835,184.2988,184.8244,185.5865,83389538,1.0,1.0,0.0
2015-07-16,185.5865,185.9631,185.3324,185.893,184.2988,185.9544,89813719,0.0,0.0,0.0
2015-07-17,185.9544,186.1821,185.5252,185.9982,185.893,186.3573,78993913,0.0,0.0,0.0
2015-07-20,186.3573,186.734,185.8843,186.4843,185.9982,186.077,59393401,0.0,0.0,0.0
2015-07-21,186.077,186.3485,185.166,185.3902,186.4843,184.7631,67760337,0.0,0.0,0.0
2015-07-22,184.7631,185.4989,184.728,184.9645,185.3902,185.2886,78354165,0.0,0.0,0.0
2015-07-23,185.2886,185.3938,183.7295,183.8346,184.9645,184.2112,82418885,0.0,0.0,0.0
2015-07-24,184.2112,184.2726,181.8462,182.1431,183.8346,181.2681,97991274,0.0,0.0,0.0
2015-07-27,181.2681,181.8024,180.6724,180.8826,182.1431,182.0126,110616436,1.0,1.0,1.0
2015-07-28,182.0126,183.5105,181.1454,183.2039,180.8826,183.493,110127403,0.0,0.0,0.0
2015-07-29,183.493,184.8594,183.344,184.7018,183.2039,184.0886,94697150,0.0,0.0,0.0
2015-07-30,184.0886,184.8419,183.4404,184.8069,184.7018,185.1923,79837545,0.0,0.0,0.0
2015-07-31,185.1923,185.2186,184.0886,184.1937,184.8069,184.3514,87285721,0.0,0.0,0.0
2015-08-03,184.3514,184.4127,182.7659,183.1951,184.1937,183.6857,100058151,0.0,0.0,0.0
2015-08-04,183.6857,184.1659,182.8973,183.5543,183.1951,184.3426,74993405,0.0,0.0,0.0
2015-08-05,184.3426,185.0959,183.7119,184.0886,183.5543,184.2025,76160366,0.0,0.0,0.0
2015-08-06,184.2025,184.312,181.89,182.3323,184.0886,182.3367,93725495,0.0,0.0,0.0
2015-08-07,182.3367,182.4944,181.2067,181.9741,182.3323,183.3178,100143887,1.0,1.0,1.0
2015-08-10,183.3178,184.5353,183.3178,184.3339,181.9741,183.0462,69451206,1.0,2.0,1.0
2015-08-11,183.0462,183.4842,181.9863,182.6521,184.3339,181.417,104882144,1.0,2.0,1.0
2015-08-12,181.417,183.1951,179.8841,183.0024,182.6521,182.836,160731454,0.0,0.0,0.0
2015-08-13,182.836,183.5543,182.2053,182.9105,183.0024,182.5732,82896911,0.0,0.0,0.0
2015-08-14,182.5732,183.5181,182.4243,183.493,182.9105,182.8185,63974362,0.0,0.0,0.0
2015-08-17,182.8185,184.4565,182.3367,184.255,183.493,184.1762,72687066,0.0,0.0,0.0
2015-08-18,184.1762,184.5441,183.6848,183.7995,184.255,183.1513,61821888,0.0,0.0,0.0
2015-08-19,183.1513,183.9572,181.6272,182.6783,183.7995,180.8914,153698196,1.0,2.0,1.0
2015-08-20,180.8914,182.4475,178.6139,179.5398,182.6783,176.7044,166373224,1.0,2.0,1.0
2015-08-21,176.7044,178.6406,173.0254,173.6386,179.5398,164.2309,306098920,1.0,2.0,1.0
2015-08-24,164.2309,172.9792,159.7724,165.3171,173.6386,171.1859,443270458,1.0,1.0,0.0
2015-08-25,171.1859,171.2035,163.8543,167.2765,165.3171,168.2515,328764118,1.0,1.0,1.0
2015-08-26,168.2515,170.6253,165.0018,169.2851,167.2765,172.5787,305209621,1.0,1.0,1.0
2015-08-27,172.5787,174.6722,170.9932,172.675,169.2851,173.8751,250637544,1.0,1.0,1.0
2015-08-28,173.8751,175.0445,173.367,173.9189,172.675,173.5335,131443663,0.0,0.0,0.0
2015-08-31,173.5335,174.4225,172.5699,173.0999,173.9189,169.1625,129266448,1.0,2.0,1.0
2015-09-01,169.1625,170.6078,167.069,168.1909,173.0999,170.4764,227521793,1.0,1.0,0.0
2015-09-02,170.4764,171.2122,168.5493,170.0122,168.1909,171.913,137208363,1.0,1.0,1.0
2015-09-03,171.913,173.4809,170.7742,171.2035,170.0122,168.926,135937374,1.0,2.0,1.0
2015-09-04,168.926,169.8107,167.8398,168.6369,171.2035,171.6327,161860479,1.0,1.0,1.0
2015-09-08,171.6327,173.0955,170.9582,172.5787,168.6369,174.5934,99909995,1.0,1.0,0.0
2015-09-09,174.5934,174.7248,170.2399,171.3348,172.5787,170.4239,131377802,1.0,2.0,0.0
2015-09-10,170.4239,172.7539,170.1523,171.2823,171.3348,171.1378,135668642,0.0,0.0,0.0
2015-09-11,171.1378,172.3597,170.3976,171.7203,171.2823,172.5174,99250226,0.0,0.0,0.0
2015-09-14,172.5174,172.5699,171.1859,171.5276,171.7203,172.2195,68195477,0.0,0.0,0.0
2015-09-15,172.2195,174.3043,171.7641,174.1379,171.5276,174.1554,100354042,0.0,0.0,0.0
2015-09-16,174.1554,175.5481,173.7962,175.3992,174.1379,175.2065,87757361,0.0,0.0,0.0
2015-09-17,175.2065,177.7205,174.5583,175.2503,175.3992,172.3224,241075331,1.0,2.0,0.0
2015-09-18,172.3224,174.9414,171.6621,172.1728,175.2503,172.9652,186839346,0.0,0.0,0.0
2015-09-21,172.9652,174.057,171.8822,173.0885,172.1728,170.7111,91611181,1.0,2.0,1.0
2015-09-22,170.7111,171.2218,169.5489,170.6671,173.0885,170.9136,126343351,0.0,0.0,0.0
2015-09-23,170.9136,171.4067,169.857,170.4294,170.6671,169.1879,83350098,1.0,2.0,1.0
2015-09-24,169.1879,170.3325,167.7879,170.2004,170.4294,171.3803,140559116,1.0,1.0,0.0
2015-09-25,171.3803,171.6973,168.8885,169.8482,170.2004,168.8621,131131035,1.0,2.0,1.0
2015-09-28,168.8621,168.9766,165.2168,165.4977,169.8482,165.7715,147440622,0.0,0.0,0.0
2015-09-29,165.7715,167.0659,164.5917,164.913,165.4977,167.6206,143626145,1.0,1.0,1.0
2015-09-30,167.6206,168.9017,166.8017,168.3602,164.913,169.1262,137397729,0.0,0.0,0.0
2015-10-01,169.1262,169.4872,167.1363,168.6772,168.3602,167.0923,120131768,1.0,2.0,0.0
2015-10-02,167.0923,171.6797,166.52,171.0413,168.6772,172.9828,169111505,1.0,1.0,1.0
2015-10-05,172.9828,174.9904,172.8684,174.779,171.0413,174.6117,115099321,0.0,0.0,0.0
2015-10-06,174.6117,175.2017,173.4583,174.4356,174.779,175.1312,99259209,0.0,0.0,0.0
2015-10-07,175.1312,175.9457,173.8809,175.0168,174.4356,175.1753,114445642,0.0,0.0,0.0
2015-10-08,175.1753,177.4646,174.8583,177.1476,175.0168,177.3149,141255016,0.0,0.0,0.0
2015-10-09,177.3149,177.7727,176.6105,177.2092,177.1476,177.3501,87689888,0.0,0.0,0.0
2015-10-12,177.3501,177.6495,176.901,177.4998,177.2092,176.6721,49711238,0.0,0.0,0.0
2015-10-13,176.6721,178.0017,176.1438,176.54,177.4998,176.2583,75015557,0.0,0.0,0.0
2015-10-14,176.2583,176.8658,175.1665,175.7379,176.54,176.1702,88430575,0.0,0.0,0.0
2015-10-15,176.1702,178.1602,175.7828,178.0237,175.7379,178.5916,113173883,0.0,0.0,0.0
2015-10-16,178.5916,178.9966,177.7903,178.7061,178.0237,178.301,92806261,0.0,0.0,0.0
2015-10-19,178.301,179.0671,177.9752,178.8381,178.7061,178.6092,67033442,0.0,0.0,0.0
2015-10-20,178.6092,179.4809,178.3425,178.9438,178.8381,179.2784,69692910,0.0,0.0,0.0
2015-10-21,179.2784,179.4369,177.5526,178.1073,178.9438,178.7237,93342891,0.0,0.0,0.0
2015-10-22,178.7237,180.9513,178.574,180.8765,178.1073,182.4834,154884429,1.0,1.0,0.0
2015-10-23,182.4834,183.0998,181.6469,182.6058,180.8765,182.5274,125205643,0.0,0.0,0.0
2015-10-26,182.5274,182.5891,181.8759,182.4042,182.6058,181.5589,61454105,0.0,0.0,0.0
2015-10-27,181.5589,182.2633,181.1979,181.8406,182.4042,182.2633,69240875,0.0,0.0,0.0
2015-10-28,182.2633,183.9979,181.5677,183.4255,181.8406,183.452,127688100,0.0,0.0,0.0
2015-10-29,183.452,184.262,183.3287,183.945,183.4255,184.0771,78489310,0.0,0.0,0.0
2015-10-30,184.0771,184.4117,182.9941,183.4079,183.945,183.4255,109133555,0.0,0.0,0.0
2015-11-02,183.4255,185.4507,183.2935,185.4155,183.4079,184.8784,75481483,0.0,0.0,0.0
2015-11-03,184.8784,186.3664,184.6406,185.979,185.4155,186.0934,88802860,0.0,0.0,0.0
2015-11-04,186.0934,186.2255,184.6583,185.0897,185.979,185.2834,86639618,0.0,0.0,0.0
2015-11-05,185.2834,185.7677,184.1035,185.0765,185.0897,184.6758,70850790,0.0,0.0,0.0
2015-11-06,184.6758,185.1865,183.5488,184.6494,185.0765,184.2972,91686544,0.0,0.0,0.0
2015-11-09,184.2972,184.4557,182.2193,182.9589,184.6494,182.7123,117602901,0.0,0.0,0.0
2015-11-10,182.7123,183.6721,182.4306,183.3903,182.9589,183.9186,65415601,0.0,0.0,0.0
2015-11-11,183.9186,183.9714,182.8444,183.1781,183.3903,181.823,62703662,1.0,2.0,1.0
2015-11-12,181.823,182.3161,180.3438,181.013,183.1781,179.93,110631023,1.0,2.0,1.0
2015-11-13,179.93,180.2117,178.2438,178.4683,181.013,178.1425,138129206,0.0,0.0,0.0
2015-11-16,178.1425,181.0658,178.0193,180.8897,178.4683,181.374,98738717,0.0,0.0,0.0
2015-11-17,181.374,182.2985,180.3966,180.7049,180.8897,181.418,108542230,0.0,0.0,0.0
2015-11-18,181.418,183.9362,181.374,183.3455,180.7049,183.6633,103425451,0.0,0.0,0.0
2015-11-19,183.6633,184.0683,183.3199,183.8218,183.3455,184.4205,75657308,0.0,0.0,0.0
2015-11-20,184.4205,185.0104,183.901,184.1387,183.8218,184.3589,82000351,0.0,0.0,0.0
2015-11-23,184.3589,184.8872,183.6016,184.0771,184.1387,183.0293,60360028,1.0,2.0,0.0
2015-11-24,183.0293,184.7551,182.6243,184.5086,184.0771,184.4645,88531657,0.0,0.0,0.0
2015-11-25,184.4645,184.6758,184.0331,184.5702,184.5086,184.6847,48027134,0.0,0.0,0.0
2015-11-30,184.6847,184.8079,183.6369,183.7249,184.5702,184.4117,89686174,0.0,0.0,0.0
2015-12-01,184.4117,185.6268,184.1211,185.1909,183.7249,185.4463,90442103,0.0,0.0,0.0
2015-12-02,185.4463,185.7853,183.3463,183.8834,185.1909,183.8746,100404504,0.0,0.0,0.0
2015-12-03,183.8746,184.1564,180.2831,180.5111,183.8834,181.4532,145290816,1.0,1.0,1.0
2015-12-04,181.4532,184.8784,181.3211,184.5094,180.5111,184.2268,170316786,0.0,0.0,0.0
2015-12-07,184.2268,184.6666,182.4394,183.0733,184.5094,181.8142,94126343,1.0,2.0,0.0
2015-12-08,181.8142,183.3982,181.1891,182.1752,183.0733,181.5501,94161043,0.0,0.0,0.0
2015-12-09,181.5501,183.7425,179.7803,180.9601,182.1752,180.8721,145146310,0.0,0.0,0.0
2015-12-10,180.8721,182.6419,180.6256,181.5501,180.9601,179.0495,101612568,1.0,2.0,1.0
2015-12-11,179.0495,179.7451,177.4293,177.7419,181.5501,177.9224,185550461,0.0,0.0,0.0
2015-12-14,177.9224,178.7853,176.0558,178.0545,177.7419,180.2381,165019812,1.0,1.0,1.0
2015-12-15,180.2381,181.4796,178.6238,180.4583,178.0545,181.7042,138292573,1.0,1.0,1.0
2015-12-16,181.7042,183.4872,180.3262,183.0998,180.4583,183.496,176277309,0.0,0.0,0.0
2015-12-17,183.496,183.5664,180.3614,181.1715,183.0998,179.6013,147303918,1.0,2.0,1.0
2015-12-18,179.6013,179.7431,177.1124,177.8963,181.1715,178.3967,213225813,0.0,0.0,0.0
2015-12-21,178.3967,178.813,177.2276,177.6527,177.8963,179.5526,87283272,1.0,1.0,1.0
2015-12-22,179.5526,180.5579,178.5207,180.4162,177.6527,181.302,96124358,0.0,0.0,0.0
2015-12-23,181.302,182.5243,181.2045,182.2674,180.4162,181.4525,99091291,0.0,0.0,0.0
2015-12-28,181.4525,181.8068,180.6376,181.6031,182.2674,182.914,61163175,1.0,1.0,1.0
2015-12-29,182.914,184.0477,182.8786,183.9459,181.6031,183.4454,82280284,0.0,0.0,0.0
2015-12-30,183.4454,183.534,182.2497,182.9229,183.9459,181.6917,56449004,1.0,2.0,1.0
2015-12-31,181.6917,182.3648,180.5756,181.2311,182.9229,177.5818,88435748,1.0,2.0,1.0
2016-01-04,177.5818,178.0601,175.8989,176.6252,181.2311,178.3879,201958034,1.0,1.0,0.0
2016-01-05,178.3879,178.8307,177.1921,178.193,176.6252,175.6775,96450441,1.0,2.0,0.0
2016-01-06,175.6775,177.201,175.0221,175.9697,178.193,173.0114,130479490,1.0,2.0,1.0
2016-01-07,173.0114,174.8803,171.4702,171.736,175.9697,172.8874,194232285,1.0,1.0,0.0
2016-01-08,172.8874,173.472,169.6899,170.7617,171.736,170.9565,174288331,0.0,0.0,0.0
2016-01-11,170.9565,171.3108,168.131,169.9379,170.7617,171.674,162616363,1.0,1.0,0.0
2016-01-12,171.674,172.3206,169.3002,171.1248,169.9379,172.232,153016402,1.0,1.0,0.0
2016-01-13,172.232,172.5951,166.8555,168.1222,171.1248,167.8919,199276493,0.0,0.0,0.0
2016-01-14,167.8919,171.178,166.2178,170.6199,168.1222,165.4295,215993111,1.0,2.0,1.0
2016-01-15,165.4295,167.1921,164.3223,166.1647,170.6199,168.255,286275482,1.0,1.0,0.0
2016-01-19,168.255,168.3879,164.9246,166.6873,166.1647,163.8883,164453027,1.0,2.0,1.0
2016-01-20,163.8883,166.0717,160.3365,165.7572,166.6873,164.9335,264613643,0.0,0.0,0.0
2016-01-21,164.9335,167.2896,163.5429,165.7351,165.7572,168.0956,172644279,1.0,1.0,1.0
2016-01-22,168.0956,168.9636,167.2984,168.2284,165.7351,168.2196,149165402,0.0,0.0,0.0
2016-01-25,168.2196,168.4233,165.9964,166.581,168.2284,166.891,110485546,0.0,0.0,0.0
2016-01-26,166.891,168.7599,166.5367,167.945,166.581,167.9184,126849262,0.0,0.0,0.0
2016-01-27,167.9184,169.6722,165.6864,166.3108,167.945,168.255,172419778,1.0,1.0,0.0
2016-01-28,168.255,168.4676,165.7749,167.6926,166.3108,168.3082,128355225,0.0,0.0,0.0
2016-01-29,168.3082,171.612,168.1842,170.9787,167.6926,170.5314,168037286,0.0,0.0,0.0
2016-02-01,170.5314,172.3471,169.9202,172.232,170.9787,170.0265,116046319,1.0,2.0,1.0
2016-02-02,170.0265,170.0353,167.883,168.4439,172.232,169.5393,162482988,1.0,1.0,0.0
2016-02-03,169.5393,169.8671,165.7218,169.0699,168.4439,168.9193,193324209,0.0,0.0,0.0
2016-02-04,168.9193,170.7262,168.255,169.2559,169.0699,169.1673,125176299,0.0,0.0,0.0
2016-02-05,169.1673,169.7693,165.8104,166.3064,169.2559,164.5438,160014860,1.0,2.0,1.0
2016-02-08,164.5438,164.8538,161.9131,163.4809,166.3064,162.4091,177806858,1.0,2.0,0.0
2016-02-09,162.4091,165.5801,162.2674,164.4729,163.4809,165.1106,168653467,0.0,0.0,0.0
2016-02-10,165.1106,166.8201,163.968,164.5083,164.4729,161.5057,135541984,1.0,2.0,1.0
