Date,Open,High,Low,Close,prev_close,next_day_open,Volume,gapped,up_down,continued
2016-02-11,161.5057,163.0646,160.3985,162.2054,164.5083,163.8263,197533505,1.0,1.0,1.0
2016-02-12,163.8263,165.3232,162.9406,165.1195,162.2054,167.201,110708891,1.0,1.0,1.0
2016-02-16,167.201,168.0956,166.1912,167.9007,165.1195,169.3179,97916125,1.0,1.0,1.0
2016-02-17,169.3179,171.2311,169.185,170.7129,167.9007,171.1248,122709622,0.0,0.0,0.0
2016-02-18,171.1248,171.1868,169.8139,170.2391,170.7129,169.3268,94437010,1.0,2.0,0.0
2016-02-19,169.3268,170.2214,168.689,169.9955,170.2391,171.7183,101799431,1.0,1.0,1.0
2016-02-22,171.7183,172.6749,171.6474,172.2763,169.9955,171.8334,85595742,0.0,0.0,0.0
2016-02-23,171.8334,172.1168,170.2214,170.3985,172.2763,168.8485,97031492,1.0,2.0,1.0
2016-02-24,168.8485,171.4171,167.6881,171.1957,170.3985,171.5943,135492734,0.0,0.0,0.0
2016-02-25,171.5943,173.1974,170.7971,172.6217,171.1957,174.1097,98237296,1.0,1.0,0.0
2016-02-26,174.1097,174.2072,172.6306,172.976,172.6217,172.8166,112242093,0.0,0.0,0.0
2016-02-29,172.8166,173.8086,171.3374,171.9574,172.976,172.728,104203834,0.0,0.0,0.0
2016-03-01,172.728,175.5358,172.2357,175.1815,171.9574,175.1461,123759517,0.0,0.0,0.0
2016-03-02,175.1461,176.3152,174.7121,175.6757,175.1815,176.0761,88826025,0.0,0.0,0.0
2016-03-03,176.0761,176.9663,175.4738,176.6164,175.6757,177.1567,87328099,0.0,0.0,0.0
2016-03-04,177.1567,178.3436,176.2887,177.5243,176.6164,176.5632,108296555,1.0,2.0,0.0
2016-03-07,176.5632,178.0956,176.4835,177.3516,177.5243,176.5455,83515430,0.0,0.0,0.0
2016-03-08,176.5455,177.077,175.5624,175.9255,177.3516,176.581,105672367,0.0,0.0,0.0
2016-03-09,176.581,176.9618,175.7572,176.3772,175.9255,177.1124,79000241,0.0,0.0,0.0
2016-03-10,177.1124,178.0956,174.8272,176.8555,176.3772,178.2639,136427211,1.0,1.0,1.0
2016-03-11,178.2639,179.6368,178.1399,179.4375,176.8555,179.061,114353015,0.0,0.0,0.0
2016-03-14,179.061,179.8405,178.7156,179.681,179.4375,178.3524,66084034,1.0,2.0,0.0
2016-03-15,178.3524,179.3894,178.0779,178.937,179.681,178.565,78405734,0.0,0.0,0.0
2016-03-16,178.565,180.5314,178.5207,180.1106,178.937,180.0176,113168790,0.0,0.0,0.0
2016-03-17,180.0176,181.7803,179.6013,181.5942,180.1106,181.7741,110908443,0.0,0.0,0.0
2016-03-18,181.7741,182.3172,181.4447,182.0412,181.5942,181.6851,116028466,0.0,0.0,0.0
2016-03-21,181.6851,182.4596,181.4447,182.0412,182.0412,181.4091,64936700,0.0,0.0,0.0
2016-03-22,181.4091,182.7178,181.2399,182.0946,182.0412,181.7207,80578365,0.0,0.0,0.0
2016-03-23,181.7207,181.9165,180.7413,180.9016,182.0946,179.8421,71508283,1.0,2.0,0.0
2016-03-24,179.8421,180.8749,179.6106,180.7013,180.9016,181.2755,70341784,0.0,0.0,0.0
2016-03-28,181.2755,181.4981,180.4698,181.0441,180.7013,180.5188,54146777,0.0,0.0,0.0
2016-03-29,180.5188,182.7,180.1982,182.6154,181.0441,183.6704,84454822,1.0,1.0,0.0
2016-03-30,183.6704,184.1779,183.0383,183.7417,182.6154,183.3232,76041681,0.0,0.0,0.0
2016-03-31,183.3232,183.7684,182.8068,183.1808,183.7417,181.9343,76073045,1.0,2.0,0.0
2016-04-01,181.9343,184.4183,181.6049,184.0444,183.1808,184.1423,90129902,0.0,0.0,0.0
2016-04-04,184.1423,184.356,183.3054,183.4657,184.0444,182.2192,52544156,1.0,2.0,0.0
2016-04-05,182.2192,183.6386,181.5248,182.1302,183.4657,181.8809,82823256,0.0,0.0,0.0
2016-04-06,181.8809,183.8396,181.6049,183.5102,182.1302,182.6377,82029239,0.0,0.0,0.0
2016-04-07,182.6377,183.0116,180.8126,181.4981,183.5102,182.8157,102755234,1.0,1.0,0.0
2016-04-08,182.8157,183.2698,181.507,181.7118,181.4981,182.7356,81452495,1.0,1.0,0.0
2016-04-11,182.7356,183.4657,181.5426,181.9521,181.7118,181.8186,72235137,0.0,0.0,0.0
2016-04-12,181.8186,183.6259,181.3556,183.3677,181.9521,184.2937,99383905,1.0,1.0,1.0
2016-04-13,184.2937,185.273,184.1512,185.0415,183.3677,185.2463,85986569,0.0,0.0,0.0
2016-04-14,185.2463,185.7182,184.8278,185.2961,185.0415,185.1929,57020109,0.0,0.0,0.0
2016-04-15,185.1929,185.3372,184.6498,185.0727,185.2961,184.4183,65146798,0.0,0.0,0.0
2016-04-18,184.4183,186.3236,184.2937,186.0921,185.0727,186.7331,67534355,0.0,0.0,0.0
2016-04-19,186.7331,187.1426,186.0209,186.8577,186.0921,186.9201,76192244,0.0,0.0,0.0
2016-04-20,186.9201,187.7837,186.4215,187.4275,186.8577,187.0714,67284983,0.0,0.0,0.0
2016-04-21,187.0714,187.1872,185.7627,185.8695,187.4275,185.6736,69726930,0.0,0.0,0.0
2016-04-22,185.6736,186.3325,185.1038,185.9763,185.8695,185.4154,82867942,0.0,0.0,0.0
2016-04-25,185.4154,185.736,184.7744,185.3042,185.9763,186.1099,54866215,0.0,0.0,0.0
2016-04-26,186.1099,186.5372,185.5045,185.7716,185.3042,185.6024,64838621,0.0,0.0,0.0
2016-04-27,185.6024,186.7954,185.2285,186.6841,185.7716,185.5935,68961330,1.0,2.0,1.0
2016-04-28,185.5935,186.7509,184.258,184.5608,186.6841,184.0444,83424018,0.0,0.0,0.0
2016-04-29,184.0444,184.4094,182.5398,183.2698,184.5608,184.2224,119732716,1.0,1.0,1.0
2016-05-02,184.2224,185.3442,183.7684,185.0415,183.2698,183.8663,56194438,1.0,2.0,1.0
2016-05-03,183.8663,184.1156,182.7623,183.5191,185.0415,182.5041,94515926,1.0,2.0,0.0
2016-05-04,182.5041,183.2698,181.9967,182.4329,183.5191,183.0116,79396943,0.0,0.0,0.0
2016-05-05,183.0116,183.3855,182.0412,182.3795,182.4329,181.6762,60766268,0.0,0.0,0.0
2016-05-06,181.6762,183.1986,181.5159,182.9848,182.3795,183.0205,72966872,0.0,0.0,0.0
2016-05-09,183.0205,183.7595,182.8336,183.528,182.9848,184.0444,60112773,0.0,0.0,0.0
2016-05-10,184.0444,185.5935,183.9731,185.3798,183.528,185.1038,62468428,0.0,0.0,0.0
2016-05-11,185.1038,185.6647,183.8485,184.169,185.3798,184.5518,72969390,0.0,0.0,0.0
2016-05-12,184.5518,184.7298,182.8425,184.1334,184.169,183.5903,80235648,0.0,0.0,0.0
2016-05-13,183.5903,184.169,181.9611,182.3617,184.1334,182.4774,86407174,0.0,0.0,0.0
2016-05-16,182.4774,184.5964,182.4151,184.3102,182.3617,183.8129,64832999,0.0,0.0,0.0
2016-05-17,183.8129,184.1156,181.8275,182.0661,184.3102,182.0145,103591700,0.0,0.0,0.0
2016-05-18,182.0145,183.6704,181.2933,181.8008,182.0661,181.6762,114826703,0.0,0.0,0.0
2016-05-19,181.6762,182.1035,180.5366,181.8142,181.8008,182.4418,106273279,0.0,0.0,0.0
2016-05-20,182.4418,183.4924,182.3884,182.6644,181.8142,182.9671,84963629,0.0,0.0,0.0
2016-05-23,182.9671,183.2609,182.4997,182.8068,182.6644,183.5547,51458112,0.0,0.0,0.0
2016-05-24,183.5547,185.3976,183.528,185.2374,182.8068,185.7805,78577671,0.0,0.0,0.0
2016-05-25,185.7805,186.7598,185.736,186.653,185.2374,186.466,70806684,0.0,0.0,0.0
2016-05-26,186.466,186.7064,186.0476,186.515,186.653,186.5461,47207808,0.0,0.0,0.0
2016-05-27,186.5461,187.1515,186.4927,186.9023,186.515,187.4632,52452112,0.0,0.0,0.0
2016-05-31,187.4632,187.5789,186.2345,186.7242,186.9023,186.1811,83144025,0.0,0.0,0.0
2016-06-01,186.1811,187.3919,185.9763,187.2851,186.7242,186.7865,62528725,0.0,0.0,0.0
2016-06-02,186.7865,187.7748,186.2879,187.5967,187.2851,187.1872,55686999,0.0,0.0,0.0
2016-06-03,187.1872,187.5789,185.9496,187.4008,187.5967,187.5878,89254602,0.0,0.0,0.0
2016-06-06,187.5878,188.5404,187.4186,188.3357,187.4008,188.3223,56610883,0.0,0.0,0.0
2016-06-07,188.3223,189.0479,188.3,188.6962,188.3357,188.6027,52134537,0.0,0.0,0.0
2016-06-08,188.6027,189.2082,188.4691,189.0034,188.6962,188.3089,56673263,0.0,0.0,0.0
2016-06-09,188.3089,188.9411,188.024,188.7808,189.0034,187.3741,67451986,1.0,2.0,0.0
2016-06-10,187.3741,187.7302,186.4571,186.7776,188.7808,186.3948,94979844,0.0,0.0,0.0
2016-06-13,186.3948,187.294,185.4956,185.9452,186.7776,185.184,97218890,0.0,0.0,0.0
2016-06-14,185.184,185.8428,184.2223,185.0593,185.9452,185.6647,111893851,0.0,0.0,0.0
2016-06-15,185.6647,186.3948,184.7655,185.8695,185.0593,184.0533,93748715,1.0,2.0,1.0
2016-06-16,184.0533,185.6914,183.0383,185.549,185.8695,185.4042,132906871,0.0,0.0,0.0
2016-06-17,185.4042,185.431,184.1334,184.8672,185.549,186.8808,105306131,1.0,1.0,0.0
2016-06-20,186.8808,187.5878,185.9233,186.3394,184.8672,186.4155,72172119,0.0,0.0,0.0
2016-06-21,186.4155,186.9703,185.9501,186.8182,186.3394,186.7287,65795980,0.0,0.0,0.0
2016-06-22,186.7287,187.4894,186.0844,186.2991,186.8182,187.7668,87555264,1.0,1.0,0.0
2016-06-23,187.7668,188.6976,187.2836,187.928,186.2991,182.2361,83745101,1.0,2.0,0.0
2016-06-24,182.2361,188.6943,181.4217,181.7819,187.928,180.4104,285669512,1.0,2.0,1.0
2016-06-27,180.4104,180.4194,177.7793,178.1284,181.7819,180.312,210252341,1.0,1.0,1.0
2016-06-28,180.312,181.8513,179.9898,181.3591,178.1284,183.319,143019298,1.0,1.0,1.0
2016-06-29,183.319,185.1894,183.2116,185.1178,181.3591,185.44,117922408,0.0,0.0,0.0
2016-06-30,185.44,187.5252,184.8583,187.1404,185.1178,187.3641,134475919,0.0,0.0,0.0
2016-07-01,187.3641,188.3754,187.3015,187.995,187.1404,186.9972,89383134,1.0,2.0,1.0
2016-07-05,186.9972,187.1135,185.8875,186.3439,187.995,185.9949,97093945,0.0,0.0,0.0
2016-07-06,185.9949,187.7579,185.3058,187.2612,186.3439,187.8205,86934132,0.0,0.0,0.0
2016-07-07,187.8205,188.5181,186.7108,187.1762,187.2612,188.8766,75616196,1.0,1.0,1.0
2016-07-08,188.8766,190.568,188.6336,190.1832,187.1762,190.7917,111941463,0.0,0.0,0.0
2016-07-11,190.7917,191.5793,190.5769,191.266,190.1832,191.9909,65585303,0.0,0.0,0.0
2016-07-12,191.9909,192.68,191.7404,192.4383,191.266,192.8053,87399753,0.0,0.0,0.0
2016-07-13,192.8053,192.8143,191.8298,192.3668,192.4383,193.6645,77553280,1.0,1.0,0.0
2016-07-14,193.6645,193.9061,193.0022,193.6555,192.3668,194.0045,79109112,0.0,0.0,0.0
2016-07-15,194.0045,194.2126,192.6872,193.3065,193.6555,193.2796,86311190,0.0,0.0,0.0
2016-07-18,193.2796,193.8435,193.0112,193.7584,193.3065,193.2349,46865955,0.0,0.0,0.0
2016-07-19,193.2349,193.5123,192.9754,193.2304,193.7584,193.9777,41937681,0.0,0.0,0.0
2016-07-20,193.9777,194.5326,193.5213,194.2551,193.2304,194.1656,49206151,0.0,0.0,0.0
2016-07-21,194.1656,194.3983,193.0828,193.387,194.2551,193.6734,61383442,0.0,0.0,0.0
2016-07-22,193.6734,194.4699,193.396,194.4073,193.387,194.2014,50969314,0.0,0.0,0.0
2016-07-25,194.2014,194.2551,193.2796,193.566,194.4073,193.7808,45490505,0.0,0.0,0.0
2016-07-26,193.7808,194.3536,193.0917,193.8524,193.566,194.3715,63826917,0.0,0.0,0.0
2016-07-27,194.3715,194.4431,192.9664,194.0314,193.8524,193.566,72791098,0.0,0.0,0.0
2016-07-28,193.566,194.2999,193.0828,194.094,194.0314,193.7182,57932319,0.0,0.0,0.0
2016-07-29,193.7182,194.6847,193.4228,194.2104,194.094,194.3715,66196414,0.0,0.0,0.0
2016-08-01,194.3715,194.7831,193.6689,193.8614,194.2104,193.8882,64464596,0.0,0.0,0.0
2016-08-02,193.8882,194.0493,192.0267,192.7695,193.8614,192.8411,84617013,0.0,0.0,0.0
2016-08-03,192.8411,193.5258,192.5279,193.2886,192.7695,193.5839,45505066,0.0,0.0,0.0
2016-08-04,193.5839,194.0045,191.7404,193.5974,193.2886,194.3894,39808299,0.0,0.0,0.0
2016-08-05,194.3894,195.3022,194.2641,195.1769,193.5974,195.4543,58558727,0.0,0.0,0.0
2016-08-08,195.4543,195.5617,194.8637,195.0158,195.1769,195.2127,35962268,0.0,0.0,0.0
2016-08-09,195.2127,195.7765,194.9174,195.1769,195.0158,195.3738,46263987,0.0,0.0,0.0
2016-08-10,195.3738,195.4577,194.4073,194.7473,195.1769,195.3291,49408917,0.0,0.0,0.0
2016-08-11,195.3291,195.9376,195.0516,195.687,194.7473,195.3559,61147585,0.0,0.0,0.0
2016-08-12,195.3559,195.7318,195.0874,195.4372,195.687,195.8929,45127005,0.0,0.0,0.0
2016-08-15,195.8929,196.4388,195.8839,196.224,195.4372,195.6333,41859601,0.0,0.0,0.0
2016-08-16,195.6333,195.7049,195.0606,195.4096,196.224,195.0964,48062068,0.0,0.0,0.0
2016-08-17,195.0964,195.5707,194.2193,195.3283,195.4096,195.4006,66402728,0.0,0.0,0.0
2016-08-18,195.4006,195.9018,195.2843,195.7497,195.3283,195.3738,47323020,0.0,0.0,0.0
2016-08-19,195.3738,195.7676,194.8637,195.6781,195.7497,195.3291,66209818,0.0,0.0,0.0
2016-08-22,195.3291,195.8123,194.9442,195.5625,195.6781,196.215,55067389,0.0,0.0,0.0
2016-08-23,196.215,196.5283,195.9018,196.0719,195.5625,195.8123,48603042,0.0,0.0,0.0
2016-08-24,195.8123,195.9108,194.5236,194.9084,196.0719,194.5594,59515906,0.0,0.0,0.0
2016-08-25,194.5594,195.2664,194.3983,194.6489,194.9084,195.0248,58999238,0.0,0.0,0.0
2016-08-26,195.0248,196.0987,193.5302,194.4699,194.6489,194.5952,114248127,0.0,0.0,0.0
2016-08-29,194.5952,195.6915,194.5594,195.3917,194.4699,195.3291,59893859,0.0,0.0,0.0
2016-08-30,195.3291,195.6244,194.5147,194.8905,195.3917,194.7473,51293617,0.0,0.0,0.0
2016-08-31,194.7473,194.8726,193.7226,194.5639,194.8905,194.5326,68289121,0.0,0.0,0.0
2016-09-01,194.5326,194.8547,193.3333,194.1567,194.5639,195.4454,87920984,1.0,1.0,0.0
2016-09-02,195.4454,195.875,194.8279,195.4096,194.1567,195.7228,69219102,0.0,0.0,0.0
2016-09-06,195.7228,196.0719,194.9711,195.7676,195.4096,195.8481,47653712,0.0,0.0,0.0
2016-09-07,195.8481,196.1882,195.3649,195.9376,195.7676,195.6512,69519022,0.0,0.0,0.0
2016-09-08,195.6512,195.9376,195.2306,195.6423,195.9376,194.1746,65821806,1.0,2.0,1.0
2016-09-09,194.1746,194.2283,190.8454,191.8388,195.6423,190.0758,193253580,1.0,2.0,0.0
2016-09-12,190.0758,194.0314,190.0042,193.7092,191.8388,192.2684,154591242,1.0,2.0,1.0
2016-09-13,192.2684,192.5457,190.1742,190.9976,193.7092,190.8812,163273946,0.0,0.0,0.0
2016-09-14,190.8812,192.1431,190.1742,190.295,190.9976,190.5859,121669402,0.0,0.0,0.0
2016-09-15,190.5859,193.0649,190.3979,192.7337,190.295,192.0163,121958823,0.0,0.0,0.0
2016-09-16,192.0163,192.2052,191.1978,191.9084,192.7337,192.601,137163969,0.0,0.0,0.0
2016-09-19,192.601,193.2756,191.6116,192.1872,191.9084,192.8528,73122867,0.0,0.0,0.0
2016-09-20,192.8528,193.0147,191.9264,192.4121,192.1872,192.6999,62503006,0.0,0.0,0.0
2016-09-21,192.6999,194.3099,191.9804,193.7928,192.4121,195.1824,101349698,1.0,1.0,0.0
2016-09-22,195.1824,195.6591,194.9216,195.4298,193.7928,194.9306,68272377,0.0,0.0,0.0
2016-09-23,194.9306,195.0745,194.175,194.6504,195.4298,193.4015,62304702,1.0,2.0,0.0
2016-09-26,193.4015,193.5904,192.493,192.8971,194.6504,192.529,71964356,0.0,0.0,0.0
2016-09-27,192.529,193.9951,192.1423,193.5554,192.8971,194.1301,66999358,0.0,0.0,0.0
2016-09-28,194.1301,195.0205,193.1227,194.4629,193.5554,194.6427,77250608,0.0,0.0,0.0
2016-09-29,194.6427,195.0655,192.52,193.4555,194.4629,193.9682,114557738,0.0,0.0,0.0
2016-09-30,193.9682,195.2904,193.7073,195.1644,193.4555,194.1211,91759208,1.0,2.0,0.0
2016-10-03,194.1211,194.3189,193.4195,193.8422,195.1644,194.202,70940208,0.0,0.0,0.0
2016-10-04,194.202,194.4359,192.4751,193.0777,193.8422,193.7523,113107812,0.0,0.0,0.0
2016-10-05,193.7523,194.3999,193.6803,194.0086,193.0777,193.7163,61676974,0.0,0.0,0.0
2016-10-06,193.7163,194.3189,193.1451,193.9861,194.0086,194.3729,52315252,0.0,0.0,0.0
2016-10-07,194.3729,194.5528,192.6549,193.7163,193.9861,194.4224,77967602,0.0,0.0,0.0
2016-10-10,194.4224,194.9126,194.2695,194.4269,193.7163,193.9771,43920428,0.0,0.0,0.0
2016-10-11,193.9771,194.0491,191.2068,191.8095,194.4269,192.1153,115150906,0.0,0.0,0.0
2016-10-12,192.1153,192.7719,191.5936,192.1827,191.8095,190.829,65183010,1.0,2.0,0.0
2016-10-13,190.829,192.1153,189.9746,191.8184,192.1827,192.619,89597349,0.0,0.0,0.0
2016-10-14,192.619,193.1047,191.6116,191.8814,191.8184,191.6655,78804907,0.0,0.0,0.0
2016-10-17,191.6655,191.9354,190.838,190.9999,191.8814,192.6999,50941190,1.0,1.0,0.0
2016-10-18,192.6999,192.7629,191.8274,192.3266,190.9999,192.502,63373012,0.0,0.0,0.0
2016-10-19,192.502,193.0597,192.1243,192.9023,192.3266,192.3671,52267169,0.0,0.0,0.0
2016-10-20,192.3671,192.9608,191.6835,192.3671,192.9023,191.5486,67095275,0.0,0.0,0.0
2016-10-21,191.5486,192.556,191.3687,192.3851,192.3671,193.3835,77290207,1.0,1.0,0.0
2016-10-24,193.3835,193.6713,192.9158,193.2396,192.3851,193.0957,49816043,0.0,0.0,0.0
2016-10-25,193.0957,193.3655,192.4661,192.6819,193.2396,191.7735,57674946,0.0,0.0,0.0
2016-10-26,191.7735,192.8618,191.5216,192.3581,192.6819,193.0057,67514503,0.0,0.0,0.0
2016-10-27,193.0057,193.0417,191.6565,191.8274,192.3581,191.7105,67444736,0.0,0.0,0.0
2016-10-28,191.7105,192.4211,190.4243,191.5216,191.8274,191.5216,129477681,0.0,0.0,0.0
2016-10-31,191.5216,191.7555,191.0089,191.3148,191.5216,191.5216,52439167,0.0,0.0,0.0
2016-11-01,191.5216,191.5756,188.5264,189.5608,191.3148,189.4709,112188092,0.0,0.0,0.0
2016-11-02,189.4709,189.8756,188.1936,189.1291,189.5608,188.8772,89877494,0.0,0.0,0.0
2016-11-03,188.8772,189.1021,187.501,187.8698,189.1291,187.9058,79990080,0.0,0.0,0.0
2016-11-04,187.9058,188.7873,187.4291,187.9508,187.8698,190.1904,94206296,1.0,1.0,1.0
2016-11-07,190.1904,191.7555,190.0555,191.1079,187.9508,191.3058,92559669,0.0,0.0,0.0
2016-11-08,191.3058,193.1766,191.0269,192.7449,191.1079,191.0179,96227280,1.0,2.0,0.0
2016-11-09,191.0179,195.2724,190.9909,195.0082,192.7449,195.4523,217871846,0.0,0.0,0.0
2016-11-10,195.4523,196.3607,193.5814,195.2769,195.0082,194.3549,158419281,0.0,0.0,0.0
2016-11-11,194.3549,194.9126,193.6713,194.5078,195.2769,195.2094,84659542,0.0,0.0,0.0
2016-11-14,195.2094,195.4253,194.0311,195.061,194.5078,195.2184,84962894,0.0,0.0,0.0
2016-11-15,195.2184,196.3337,195.0025,196.1808,195.061,195.6861,78064836,0.0,0.0,0.0
2016-11-16,195.6861,196.2078,195.5602,195.956,196.1808,196.1269,57493961,0.0,0.0,0.0
2016-11-17,196.1269,197.0353,196.0099,196.8374,195.956,197.0443,60485059,0.0,0.0,0.0
2016-11-18,197.0443,197.2242,196.3427,196.7475,196.8374,197.1342,74710704,0.0,0.0,0.0
2016-11-21,197.1342,198.0427,196.9813,197.7639,196.7475,198.3395,58289419,0.0,0.0,0.0
2016-11-22,198.3395,198.5914,197.6379,198.2901,197.7639,197.8628,58989556,0.0,0.0,0.0
2016-11-23,197.8628,198.5644,197.6559,198.353,198.2901,198.9242,49310811,0.0,0.0,0.0
2016-11-28,198.9242,199.212,198.2046,198.4205,198.353,198.3485,62237496,0.0,0.0,0.0
2016-11-29,198.3485,199.176,198.0337,198.6453,198.4205,199.3469,58744415,0.0,0.0,0.0
2016-11-30,199.3469,199.5178,198.1596,198.7353,198.6453,198.5374,86415984,0.0,0.0,0.0
2016-12-01,198.5374,198.5374,197.1163,197.2152,198.7353,197.584,70544120,0.0,0.0,0.0
2016-12-02,197.584,198.1057,197.2152,197.548,197.2152,198.4654,63779940,0.0,0.0,0.0
2016-12-05,198.4654,199.14,198.2586,198.6453,197.548,198.9781,58156900,0.0,0.0,0.0
2016-12-06,198.9781,199.4495,198.4762,199.131,198.6453,199.248,51941030,0.0,0.0,0.0
2016-12-07,199.248,202.0813,199.122,201.7755,199.131,201.9913,95336074,0.0,0.0,0.0
2016-12-08,201.9913,203.0077,201.7125,202.3707,201.7755,202.7469,84698852,0.0,0.0,0.0
2016-12-09,202.7469,203.7273,202.7109,203.7183,202.3707,203.6373,74096719,0.0,0.0,0.0
2016-12-12,203.6373,204.141,203.0617,203.2641,203.7183,204.195,77477787,0.0,0.0,0.0
2016-12-13,204.195,205.3823,204.177,205.0135,203.2641,204.5458,96576248,0.0,0.0,0.0
2016-12-14,204.5458,205.2833,202.7064,203.5114,205.0135,203.4215,127859870,0.0,0.0,0.0
2016-12-15,203.4215,204.9056,203.2865,203.9971,203.5114,204.4847,100012052,0.0,0.0,0.0
2016-12-16,204.4847,204.5481,203.2723,203.5347,203.9971,203.7971,129673694,0.0,0.0,0.0
2016-12-19,203.7971,204.4938,203.6433,203.8333,203.5347,204.6114,72865618,0.0,0.0,0.0
2016-12-20,204.6114,204.9914,204.3671,204.6566,203.8333,204.7019,77973961,0.0,0.0,0.0
2016-12-21,204.7019,204.8828,204.2676,204.4244,204.6566,204.1138,55394928,0.0,0.0,0.0
2016-12-22,204.1138,204.2404,203.4985,203.7428,204.4244,203.96,44386108,0.0,0.0,0.0
2016-12-23,203.96,204.2223,203.7609,204.0007,203.7428,204.4938,29219463,0.0,0.0,0.0
2016-12-27,204.4938,205.1362,204.4757,204.7697,204.0007,204.9914,33624039,0.0,0.0,0.0
2016-12-28,204.9914,205.0095,202.9104,203.0914,204.7697,203.1004,52504569,0.0,0.0,0.0
2016-12-29,203.1004,203.4714,202.5214,202.9783,203.0914,203.3266,43730506,0.0,0.0,0.0
2016-12-30,203.3266,203.4171,201.5171,202.0916,202.9783,203.6071,83402484,1.0,1.0,0.0
2017-01-03,203.6071,204.3219,202.5609,202.9421,202.0916,204.1319,76265222,1.0,1.0,1.0
2017-01-04,204.1319,205.1542,204.1228,204.9761,202.9421,204.72,67389822,0.0,0.0,0.0
2017-01-05,204.72,205.0004,204.0052,204.7381,204.9761,204.9552,57927867,0.0,0.0,0.0
2017-01-06,204.9552,206.059,204.3852,205.7242,204.7381,205.299,61597454,0.0,0.0,0.0
2017-01-09,205.299,205.4439,204.8523,205.1542,205.7242,204.91,40513969,0.0,0.0,0.0
2017-01-10,204.91,205.7876,204.4847,205.1723,205.1542,204.8014,54913996,0.0,0.0,0.0
2017-01-11,204.8014,205.4438,204.1047,205.1633,205.1723,204.9281,65275543,0.0,0.0,0.0
2017-01-12,204.9281,205.1542,203.5302,204.919,205.1633,205.1362,66220508,0.0,0.0,0.0
2017-01-13,205.1362,205.7423,205.1,205.3171,204.919,204.7562,47404479,0.0,0.0,0.0
2017-01-17,204.7562,205.1814,204.2947,204.4259,205.3171,204.9597,50724626,0.0,0.0,0.0
2017-01-18,204.9597,205.1995,204.3852,204.9281,204.4259,205.2357,46364211,0.0,0.0,0.0
2017-01-19,205.2357,205.3804,203.9419,204.4395,204.9281,205.109,58616785,0.0,0.0,0.0
2017-01-20,205.109,205.6609,204.5209,204.6838,204.4395,204.7923,101637344,0.0,0.0,0.0
2017-01-23,204.7923,205.204,203.8152,204.5435,204.6838,204.8376,63760135,0.0,0.0,0.0
2017-01-24,204.8376,206.3576,204.72,206.1404,204.5435,206.9185,78429868,0.0,0.0,0.0
2017-01-25,206.9185,207.7057,206.7466,207.4569,206.1404,207.5519,63133301,0.0,0.0,0.0
2017-01-26,207.5519,207.8323,207.199,207.4523,207.4569,207.57,50723661,0.0,0.0,0.0
2017-01-27,207.57,207.7238,206.9728,207.0361,207.4523,206.439,44182293,0.0,0.0,0.0
2017-01-30,206.439,206.4661,204.8466,205.5523,207.0361,205.3623,66672541,0.0,0.0,0.0
2017-01-31,205.3623,205.9233,204.7652,205.5523,205.5523,206.5159,62086280,0.0,0.0,0.0
2017-02-01,206.5159,206.819,205.3262,205.9866,205.5523,205.5614,67898498,0.0,0.0,0.0
2017-02-02,205.5614,206.3757,205.2176,206.0635,205.9866,207.0271,62871944,0.0,0.0,0.0
2017-02-03,207.0271,207.6876,206.7014,207.5247,206.0635,207.0723,63439833,0.0,0.0,0.0
2017-02-06,207.0723,207.4849,206.7738,207.0,207.5247,207.5338,47753170,0.0,0.0,0.0
2017-02-07,207.5338,207.7831,206.9366,207.1357,207.0,206.8371,51379187,0.0,0.0,0.0
2017-02-08,206.8371,207.5428,206.5657,207.4885,207.1357,207.6966,43685751,0.0,0.0,0.0
2017-02-09,207.6966,208.9542,207.6604,208.7371,207.4885,208.9995,56058254,0.0,0.0,0.0
2017-02-10,208.9995,209.6961,208.8909,209.4609,208.7371,209.9766,52032935,0.0,0.0,0.0
2017-02-13,209.9766,210.8723,209.9495,210.5557,209.4609,210.4109,46082858,0.0,0.0,0.0
2017-02-14,210.4109,211.4514,210.049,211.189,210.5557,211.2161,61769630,0.0,0.0,0.0
2017-02-15,211.2161,212.7452,211.1619,212.6457,211.189,212.5823,71925294,0.0,0.0,0.0
2017-02-16,212.5823,212.7588,211.578,212.1797,212.6457,211.6685,76073092,0.0,0.0,0.0
2017-02-17,211.6685,212.6818,211.6504,212.4466,212.1797,213.089,58912414,0.0,0.0,0.0
2017-02-21,213.089,214.1476,213.0799,214.0254,212.4466,213.5414,65128164,0.0,0.0,0.0
2017-02-22,213.5414,214.0118,213.3695,213.8761,214.0254,214.3195,52239693,0.0,0.0,0.0
2017-02-23,214.3195,214.3376,213.1252,213.9123,213.8761,213.0347,66133425,0.0,0.0,0.0
2017-02-24,213.0347,214.2409,212.9895,213.7766,213.9123,214.1023,63654625,0.0,0.0,0.0
2017-02-27,214.1023,214.7085,213.8399,214.6995,213.7766,214.1295,45992736,0.0,0.0,0.0
2017-02-28,214.1295,214.3828,213.5368,213.8852,214.6995,215.6856,67210449,1.0,1.0,1.0
2017-03-01,215.6856,217.4318,215.6676,217.1695,213.8852,216.7442,112486257,0.0,0.0,0.0
2017-03-02,216.7442,216.7533,215.5228,215.9299,217.1695,215.4866,59939102,0.0,0.0,0.0
2017-03-03,215.4866,215.8847,215.0885,215.7626,215.9299,214.8804,56205183,0.0,0.0,0.0
